Title,Likes,Singer,Lyrics
기다림,"6,019",홍이삭,"미칠 것 같아
기다림 내게 아직도 어려워
보이지 않는 네가 미웠어
참을 수밖에
내게 주어진 다른 길 없어
속삭여 불러보는 네 이름
어두운 바다를 떠돌아다니는
부서진 조각배 위에
누인 내 작은 몸
언젠가 그대가 날
아무 말 없이 안아 주겠죠
그 품 안에 아주 오래도록
언젠가 그대가 날
아무 말 없이 안아 주겠죠
그 품 안에
언젠가 그대가 날
아무 말 없이 안아 주겠죠"
외롭지 않아,"3,648",김나영,"외롭지 않아
네가 연락이 안 돼도
답 없는 대화창을 봐도
외롭지 않아
나를 바라보면서도
다른 생각 하는 널 봐도
시간이 흐르면 그런 거래 너도
나보다 신경 쓸 게 생겼을 뿐이래
변하는 게 당연하다는데

외롭지 않아
힘들지 않아 나는
그런척하면 아닌척하면
괜찮아 아무 일도 아니야
너를 또 안아
너를 붙잡아
이대로도 괜찮아
지금도 외롭지 않아

외롭지 않아
약속 시간에 늦는 너
하루 이틀 일이 아니니까
시간이 흐르면 달라질까 너도
잠시 얼어버린 마음에 그런 걸까
얼마나 더 기다려야 할까

외롭지 않아
힘들지 않아 나는
그런척하면 아닌척하면
괜찮아 아무 일도 아니야
너를 또 안아
너를 붙잡아
이대로도 괜찮아
괜찮아질 거야

지쳐가는 마음을 숨기는 일
흐르는 눈물을 가리는 일
얼마나 할 수 있을지
나도 잘 모르겠지만

외롭지 않아
외롭지 않아

슬프지 않아
널 잃지 않아 나는
그런 척하면 아닌 척하면
괜찮아 아무 일도 아니야
너를 또 안아
너를 붙잡아
이대로도 괜찮아
나 정말 괜찮아"
진심,"1,427",별,"덜 좋아한다는 말은 누구도 할 수 없는 말
내가 얼마나 널 좋아하는지
누구도 나인적 없으니

난 그냥 이 정도에서 누구도 상처받지 않고
행복하길 바라고 싶어 난

만약 너와 사랑을 하고
너와 내가 이별을 하면
우리가 나눴던 이 노래들과 마음들
우리가 의지했던 그 모든 순간들

음 내가 아닌 누군가
더 예쁜 사랑을 만나 사랑한다면
난 기쁠 것 같아

만약 너와 사랑을 하고
너와 내가 이별을 하면
우리가 나눴던 이 노래들과 마음들
우리가 의지했던 그 모든 순간들

너와 내가 사랑을 하고
너와 내가 이별을 하면
이 모든 것들이 사라진다면 네가 없다면
난 아무래도 못 견딜 것 같아서"
아이,"5,242",연서,"어렸을 때부터
사랑을 받지 못한 아이는
애써 웃음지은
잘못뿐이고

그러다 눈앞에
나타난 별 하나를 보고
계속 떨어지는 눈물을 닦았네
그 아이는 별을 위해 살았네

아침이 오면 별은 사라져
모습을 감추면
아이의 꿈은 사라져
다시 또 밤이 오네요
별은 아이를 안타까워해
또 잘해주다가
결국엔 상처만 주고
불빛을 꺼버리네요

지키지 못할 약속들을 했던 아이는
자신을 버려가며 발버둥 쳤죠
끝없이 사랑받고 싶어 했던 아이는
지금 울고 있네요

사라진 별 그 하나가
마른 풀잎처럼
땅에 떨어져서
어둡던 날이
다시 밝아지면
다시 또 해가 뜨네요

어렸을 때부터
사랑을 받지 못한 아이는
애써 웃음지은
잘못뿐이고
그러다 눈앞에
나타난 별 하나를 보고
계속 떨어지는 눈물을 닦았네

그 아이는 별을 위해 살았네"
넌 나의 20대였어,"14,332",이예준,"처음으로 너를 소개받던 날
잘 되리라 생각 못 했는데
거짓말처럼
네 손을 잡게 돼버렸고
너에게 예뻐 보이려고
뒤꿈치 아픈 줄 모르고
늘 높은 굽만 신곤 했었지
나를 두고 군대 가기 전날
우리 참 많이 울었었는데
기다릴 거라고
떼를 쓰고 했었는데
2년이라는 긴 시간이
지금 와서 생각해보니
힘든 만큼 참 기억에 남네
참 어렸지만 막연했지만
뭐 그리도 행복했는지
늘 싸웠지만 또 아팠지만
뭐가 그리 좋았는지
사랑을 지나 이별을 지나
그 추억을 모아보니
너는 나의 20대였어
너는 어떠니
처음으로 네가 월급 받던 날
내게 선물한 하트 목걸이
너를 만날 때마다
늘 하고 다녔는데
어디선가 잃어버리고
미친 듯이 울고 울었어
그게 마치 너인 것 같아서
참 어렸지만 막연했지만
뭐 그리도 행복했는지
늘 싸웠지만 또 아팠지만
뭐가 그리 좋았는지
사랑을 지나 이별을 지나
그 추억을 모아보니
너는 나의 20대였어
나의 가장 예쁜 날에 너를 만나서
세상에서 가장 행복한 여자로
살게 해줘서 눈물 나게 고마워
너는 없지만 우린 없지만
내 가슴이 기억하니까
난 변했지만 달라졌지만
넌 아물지 않으니까
사랑만으로 사랑이 되던
그 시절을 돌아보니
너는 나의 20대였어
행복해야 해 행복해야 해
행복해야 해"
잘 가,"29,287",권진아,"어서 가
밤이 깊었으니까
그래 조심히 들어가
그렇게 네가 사라질 때까지
손을 흔들었어 난
가끔은 모든 게 너무나 명확해서
마지막이란 걸
알 수가 있었어
이별이 늦어서 미안해
더는 너를 잡지 않을게
담담히 보낼게 너무 무겁지 않게
잘 가
잘 지내 좋은 것만 가져가
나는 오래 걸릴 거야
그렇게 한참을 그 자리에 서서 난
끝인사를 건네
이별이 늦어서 미안해
더는 너를 잡지 않을게
뒤돌아보지 마
애써 널 보낸 내가 또다시
널 부르지 않게
이젠 보낼게
시간이 걸려도 잊을게
어서 가 빨리 가
내 맘 바뀌기 전에
잘 가"
퇴근버스,"62,518",이준호,"이별 한지 한 달이돼
네 생각에 잠 못 이루었어
지친 몸을 이끌고 퇴근 길에
낯익은 버스에 몸을 기울였었어
텅빈 버스 안에서
흘러나오는 노래 소리에
내 마음이 내심장이
아직도 그댈 향해있나요
얼마나 더 멀리가야 너를 잊을까
아직 남은 그대의 기억이
혼자 서성이는 가요 소리 없이
그댈 부르고 불러 봤지만
그댈 잊는 다는게
아직 멀기만 하죠 난 아직도
시간이 지나 듣는 너의
소식에 나도 몰래 찾게되는
너의 이름 아직도
너를 그리워 하나봐
어떡해야 그대를
잊을수 있나요 너도
나처럼 많이 힘이 드나요
서성이던 내모습이 간직해줘
나와 함께 했던 시간들을
많이 힘들겠지만
정말 힘들겠지만 잊어볼게"
내가 다 미안해,"17,312",이진재,"니가 울던 날 안아주지 못했던 거
괜히 짜증 부리고 화냈던 거
바쁘단 핑계로 올해도
너의 생일 제대로 챙겨주지 못한 거
가끔 힘들단 너의 맘 몰라줬던 거
내가 더 힘들다며 피했던 거
심하게 다투던 날이면
헤어져 말했던 거 내가 다 미안해
어딨니 이 노래 듣고 있다면
내게 연락해 다시 시작하자
울지 말고 바보야 지금 나 달려갈게
용서해줘 내가 다 미안해
1년 되던 날 그 흔한 꽃 한 송이와
고맙다는 말 한번 못했던 거
니가 많이 아플 때에도 모르고
내가 그래 내가 다 미안해
어딨니 이 노래 듣고 있다면
내게 연락해 다시 시작하자
울지 말고 바보야 지금 나 달려갈게
용서해줘 내가 다 미안해
이별한 줄도 모르고
하루면 널 찾을 거면서
너 역시 그럴 거라고
나 없인 안될 거라고
미련하게도 믿었었어
잘할게 사랑할 자격 없지만
너의 곁에서 같이 울어줄게
어딜가도 그립다 니가 많이 그립다
우리 정말 헤어진 거니
어딨니 이 노래 듣고 있다면
내게 연락해 다시 시작하자
울지 말고 바보야 지금 나 달려갈게
용서해줘 내가 다 미안해
누구보다 사랑할 텐데"
나타나,"21,255",김범수,"왜 내 눈앞에 나타나

왜 네가 자꾸 나타나

두 눈을 감고 누우면

왜 니 얼굴이 떠올라

별 일 아닌듯 하다가

가슴이 내려 앉다가

스치는 일인게 아니라는걸

그것만은 분명한가봐

사랑인가봐



내 모습이 부족하다고 느낀 적 없었어

하루 끝자락이 아쉬운 적도 없었어

근데 말야 좀 이상해 뭔가

빈 틈이 생겨버렸나봐

니가와야 채워지는 틈이 이상해

삶은 다 살아야 아는건지

아직 이럴 맘이 남긴 했었는지

세상 가장 나 쉽게 봤던

사랑땜에 또 어지러워

왜 내 눈앞에 나타나

왜 네가 자꾸 나타나



왜 니 얼굴이 떠올라

별 일 아닌듯 하다가

가슴이 내려 앉다가

스치는 일인게 아니라는걸

그것만은 분명한가봐

사랑인가봐

사랑이야 사랑이야



그리 놀랄건 아닐지라도

그게 너라는건 믿기 힘든걸

코앞에 너를 두고서도

몰랐던 내가 더 이상해

왜 내 눈앞에 나타나

왜 네가 자꾸 나타나

두 눈을 감고 누우면

왜 니 얼굴이 떠올라

별 일 아닌듯 하다가

가슴이 내려 앉다가

스치는 일인게 아니라는걸

그것만은 분명한가봐

사랑인가봐



이럴려고 니가 내곁에 온건가봐"
그런 사람 또 없습니다,"12,911",이승철,"천번이고 다시 태어난데도
그런 사람 또 없을테죠
슬픈 내 삶을 따뜻하게 해준
참 고마운 사람입니다
그런 그댈 위해서
나의 심장쯤이야
얼마든 아파도 좋은데
사랑이란 그 말은 못해도
먼 곳에서 이렇게 바라만 보아도
모든걸 줄 수 있어서
사랑할 수 있어서
난 슬퍼도 행복합니다

나 태어나 처음
가슴 떨리는 이런 사랑
또 없을테죠
몰래 감춰둔 오랜 기억속에
단 하나의 사랑입니다
그런 그댈 위해서
아픈 눈물쯤이야
얼마든 참을 수 있는데
사랑이란 그 말은 못해도
먼 곳에서 이렇게 바라만 보아도
모든걸 줄 수 있어서
사랑할 수 있어서
난 슬퍼도 행복합니다
아무것도 바라지 않아도
그대 웃어준다면 난 행복할텐데
사랑은 주는거니까
그저 주는거니까
난 슬퍼도 행복합니다"
