Title,Likes,Singer,Lyrics
Run Far Away,327,펀치 (Punch),"운명처럼 날 부르는
끝이 있는 슬픈 결말 속에

엇갈리는 순간에도
달아날 수 있다면
나는 run far away

빛이 보일 때면 얼마나 멀까
머릿속으로만 가보는 나

이 길이 맞다 해도 난 두려워 alone

너와 함께라면 어디든 갈까
없던 용기가 생기는 나

now take me far away 널 믿을게

운명처럼 날 부르는
끝이 있는 슬픈 결말 속에

엇갈리는 순간에도
달아날 수 있다면
나는 run far away

run far away (with you)
far away
run far away (with you)

떠나 far away
어디든 떠날게
I promise 약속해
꼭 내 아픔을 지울게 but
여전히 나 혼자는 좀 어두워

너와 함께라면 어디든 갈까
없던 용기가 생기는 나

now take me far away 널 믿을게

운명처럼 날 부르는
끝이 있는 슬픈 결말속에

엇갈리는 순간에도
달아날 수 있다면
나는 run far away

이룰 수도 없는 밤
도망칠 순 없을까

운명처럼 날 부르는
끝이 있는 슬픈 결말 속에

엇갈리는 순간에도
달아날 수 있다면
나는 run far away

run far away (with you)
far away
run far away (with you)"
이제 그만,"18,565",이소라,"이제 그만 돌아오라고 안해요
이번만은 내게 다짐했어요
변한 그댈 보면 더 힘들테니까 날 위해
이젠 더 기억하지 않아요
잊어 버리고 사는게 좋네요
아직 남아있는 잔 추억들은
누굴 만나면 그만이겠죠
길었던 슬픈 날이 지나고
요즘은 그대도 날 잊고 사나요
이럴거라면 이렇게 될 거라면
처음 부터 만나지 말걸 그랬네요
이제 그만 그대 없는게 편해요
마음 아파 울 일 별로 없어요
좀 지루하지만 때론 외롭지만 날 위해
이젠 불안하지 않아요
더 의심하는 일도 없네요
혼자 뒤에 와 생각해보니
우린 서로 너무 못 참았죠
영원히 너를 사랑한다고
그때는 그대 내게 왜 그랬나요
지금까지도 나는 아직까지도
그대와 만나게 된 걸 후회해요
시간이 지나도 이러고 있는 나에요
나 말고 그대를 탓하고 있죠 미안해요
사랑이란게 다 이런가요
잊었다 생각하면 더 생각나요
좋아했다면 우리 사랑했다면
다시는 마주치지 말길 바래요"
아직 못다한 이야기,"6,612",이승기,"아직 못다한 이야기

가슴 아파도
눈물이 흘러도
그대라는 사람이
밉지가 않네요
고맙다는 말
내가 한적 있나요
그대라서 또 나라서
많이 고마웠어요
너무 보고 싶어서
다시 그대를 찾으면
이제 모른다고 해줘요
다 잊었다 말해요
내가 사랑한 사람
지워야 하는 사람
가슴 아파서 소리쳐 울어도
많이 보고 싶어도
보내 줄게요 내가
잊어 줄게요 모두
아낌없이 아무 일 없듯이
너무 보고 싶어서
다시 그대를 찾으면
이제 모른다고 해줘요
다 잊었다 말해요
내가 사랑한 사람
지워야 하는 사람
가슴 아파서 소리쳐 울어도
많이 보고 싶어도
보내줄게요 내가
잊어줄게요 모두
아낌없이 아무 일 없듯이
사랑이 식지 않아서
잊는 게 쉽지 않아서
오늘도 여기
이 자리에서 서성이네요
내가 사랑한 사람
지워야하는 사람
가슴 아파서 소리쳐 울어도
많이 보고 싶어도
보내 줄게요 내가
잊어 줄게요 모두
아낌없이 아무 일 없듯이"
하고 싶은 말,"11,904",이석훈,"그대라서 다행이라는 말
그대라서 행복하다는 말
나는 그대라서
늘 벅차오른다는 말
내겐 차고 넘쳐서 미안하고
참 고맙다는 말 사랑한다는 말
늘 그립다는 말 곁에 있으란 말
그댈 만난 건 기적이라는 말
세상에 휘청이고
눈물이 흐를때도
나는 영원토록 그대곁을
지키고 싶다는 말
기억나니 처음 손 잡던 날
기억하니 널 품에 안던 날
너의 그 미소에
가슴이 잠 못 이룬 날
내겐 분에 넘쳐서
바라만봐도 눈물이 나던 날
사랑한다는 말
늘 그립다는 말
곁에 있으란 말
그댈 만난 건 기적이라는 말
세상에 휘청이고
눈물이 흐를때도
나는 영원토록
그대 사랑하고싶어
지켜주고싶어 바라는 것 없이
나 그대라는 꿈을 꾸고 싶어
나의 삶의 전부라
말하고 싶은 사람
그댄 영원토록 내가 사랑할
유일한 한 사람
너에게만 나 하고 싶은 그 말"
그대가 그대를,"10,456",이예준,"참 많이 모질었었죠 나 당신께
나 같지 않은 말 땜에 놀랬겠죠
편할 날이 없었죠
틀렸던 걸까봐
말없이 놓아준 그대가
정말로 내 사람 같아서
왜 그랬나요 울 거면서
잘가라는듯 왜
그게 되나요 못 보는게
그대가 그대를
참 많이 오래 견디죠 나 당신을
조금만 멀리 걸어도 보고 싶죠
갚을게 많아서 못준 게 많아서
혹시 날 못 잊고 산다면 꼭
한번 만나고 싶어서
잘 지내나요 혼잔가요 아님
누군가와
사랑하나요 우릴 지운 그대가
나 아닌 그대
우리 오래 오래 살아요 꼭
한번이라도 보게
왜 그랬나요 왜 그랬나요
울 거면서 잘 가라는 듯 왜
그게 되나요 못 보는 게
그대가 그대를
왜 그랬나요 울 거면서
잘 가라는 듯 왜
그게 되나요 못 보는 게
그대가 그대를
참 많이 모질었었죠 나 당신께"
오늘이 지나면,"16,097",노래하는 코트,"처음부터 알고 있었어
난 안 되는 걸
모든 게 내 욕심이었어
너는 내게 너무 달콤해서
안 되는 줄 알면서
밀어내려 할수록
맘이 더 깊어져
잡은 네 손을 놓아야 하는데
너를 바라보면 난 그게 안돼
이대로 돌아서면 다시는
너를 볼 수 없는 게
믿기질 않아 모든 게
떨리는 내 손이
자꾸 작아져 가는 목소린
이별을 말하지 못해
바보처럼 또 너를 불러
오늘이 지나면
내일은 아무렇지 않은 듯이
너 없는 하루를 난 보내야만 하는데
아직 네게 해줄 말이 너무 많은데
우리 이별 앞에서 난 아무 말도 못해
너무 사랑하는데
너를 보내줘야 하는 게
자신이 없어 모든 게
떨리는 내 손이
자꾸 작아져 가는 목소린
이별을 말하지 못해
바보처럼 또 너를 불러
오늘이 지나면
내일은 아무렇지 않은 듯이
너 없는 하루를 난 보내야 해
바보 같은 미련이 남아
혹시 내가 틀린 걸까 봐
맘이 자꾸 날 붙잡아
너를 불러
멀어지는 손이
자꾸 떨려만 가는 목소린
이별을 말하고 있어
울지 말고 내 얘길 들어
오늘이 지나면
내일은 아무렇지 않은 듯이
나 없는 하루를 넌 보내야 하니까"
여기까지 해요,"7,352",박현규 (KINDA BLUE),"긴 밤 창문을 열어 두면
그리움이 바람에 날아 갈까
뜨거운 나의 눈물들을
마음에 접어
그렇게 길을 나서요
우리의 수많은 걱정들
더 애를 써도 그래요
이제는 놓아요
사랑한다고 다 되는 건 아닌가 봐
유리병에 내 눈물을 전해요
내 모든 걸 비워 널 채워보려고
수 없이 노력해도
안되는게 있나 봐
여기까지 해요
거울에 비친 내 모습이
너무 못나서
말을 꺼내기 힘들어
이미 알고 있는지 그댄
괜찮다는 표정이에요
내가 너무 미워
사랑한다고 다 되는 건 아닌가 봐
유리병에 내 눈물을 전해요
내 모든 걸 비워 널 채워보려고
수 없이 노력해도
안되는게 있나 봐
여기까지 해요
가장 아픈 눈으로
그댈 바라볼게요
그러면 될 까요
오늘이 지나면
아무 일 없던 것처럼
처음으로 돌아갔으면 해요
우리의 모든 날은 여기에 두고
잊지 않기로 해요
찬란했던 우리의
그 하루 하루를"
I'm In Love,"28,872",나르샤 (Brown Eyed Girls),"사실은 첨 봤을 때 부터
그댈 좋아했다고
말하기가 내겐 참 어려웠던 거죠
먼저 연락하지 않으면 그댈 놓칠까봐
글자를 쓰고 또 보고 지우길 반복했죠
깊어지면 상처뿐일 거라는 생각에
두려움이 앞선 건 사실이지만
간절한 맘으로
기도하고 바랬던 사람이
그대라고 난 믿어요
I'm in love
I'm fall in love
두렵진 않네요 그대와 함께라면
세상은 너무 아름답죠

I thought
I never gonna fall in love
But I'm in love
'Cause I wanna love you baby
사실은 첨 봤을 때 부터
내 맘속으로 부터
그댄 파도처럼 밀려 들어
온통 하루 종일 그대만 떠올려
I can be a good lover
Wanna be your 네잎클로버
세상에서 가장 행복한 여자가
된 것만 같아요
그댄 gotta believe me
Make you never gonna leave me
의심하진 않을래요 그댈 믿을게요
I'm in love but your my baby
I'm fall in love
두렵진 않네요 그대와 함께라면
세상은 너무 아름답죠
I'm in love i'm so deep in love
I'm fall in love
두렵진 않네요 그대와 함께라면
세상은 너무 아름답죠
그대는 너무 아름답죠"
거리마다 계절마다,"4,419",PL (피엘),"함께 웃으며 걷던 이 거리
아직 그대로네요
내 손을 꼭 쥐던 그대의 손이
느껴질 것만 같아
사랑한 적이 없던 것처럼
지내고 싶은데
그게 참 쉽지가 않네요
하염없이 거닐어도 시간이 또 흘러도
거리마다 계절마다 그대가 남아있죠
많은 것들이 변해가고 자꾸만 도망쳐도
나는 또 다시 꿈속을 헤매요
내가 늘 놀리던 네 말버릇
무심코 따라하다
투덜대는 네 목소리가
왠지 들릴 것만 같아서
아직 내게 남은 네 흔적들
지우고 싶은데
그게 참 쉽지가 않네요
하염없이 거닐어도 시간이 또 흘러도
거리마다 계절마다 그대가 남아있죠
많은 것들이 변해가고 자꾸만 도망쳐도
나는 또 다시 꿈속을 헤매요
추억은 날 미워하나 봐요
부지런히 괴롭히면서
그때 왜 네게 잘하지 못했냐고
이제 와 후회하냐고 묻죠
하염없이 거닐어도 시간이 또 흘러도
거리마다 계절마다 그대가 남아있죠
많은 것들이 변해가고 자꾸만 도망쳐도
나는 또 다시 꿈속을 헤매요"
"안녕, 또 안녕","1,452",백아,"어쩔 수가 없어 난
돌이킬 수 없어 더는
우리 다시 볼 수 없어도
널 묻어둔 채 살아도
또 그리움에 울어도
이제 더는 난 아파하지 않을게
널 사랑했던 시간
가슴 설레었던 순간
후회하지 않아
안녕, 또 안녕
날 사랑했던 너를
우리 함께 했던 날들
기억 저편으로
안녕, 또 안녕
가끔 네가 그리워
밤새우던 날들도
그럭저럭 익숙해져
어쩌다 네가 보고파
텅 빈 가슴 시려도
이제 더는 난 아파하지 않을래
널 사랑했던 시간
가슴 설레었던 순간
후회하지 않아
안녕, 또 안녕
날 사랑했던 너를
우리 함께 했던 날들
기억 저편으로
안녕, 또 안녕
널 사랑했던 시간
가슴 설레었던 순간
이제 다시 모두 제자리로
너와 나
날 사랑했던 너도
우리 행복했던 때도
기억 저 너머로
안녕, 또 안녕"
널 기다리지는 않을 거야,167,우은미 (Woo Eun Mi),"널 기다리지는 않을 거야
나 니가 미워졌으니까
어떻게 어떻게
우리가 헤어지는 게 그렇게 쉽니

나보다 조금 더 아프길
내 마음 힘들게 한 너니까
사랑했던 마음들
모두 버리고 떠날 만큼
넌 내가 싫었니

내가 잡아주기를 넌 바란 거였니
더는 널 기다리고 싶지는 않아
바보같이 아프고 아프기만 한
이 사랑은 더는 싫어


둘이서 쌓았던 시간들
그 마음 모두 다 거짓이니
흩어져 간 약속들
함께 그리던 우리 모습
넌 쉽게 지웠니

내가 잡아주기를 넌 바란 거였니
더는 널 기다리고 싶지는 않아
바보같이 아프고 아프기만 한
이 사랑은 더는 싫어

이젠 상처가 깊어서
내 마음 닫혀 버렸어

다시 돌아봐주길 난 바래왔었어
미운 널 지우는 게 쉽지가 않아
바보같이 혼자서 혼자만 남은
이 사랑은 끝인 거야"
