Title,Likes,Singer,Lyrics
공짜,767,강진,"당신을 사랑하고 좋아하는 거 공짜
하늘땅 바람소리 새소리 공짜
얼마나 좋으냐 내가 사는 이 세상
아낌없이 조건 없이 주는 게 많아
해와 달 별을 보며 꿈을 꾸는 거 공짜
산과 들에 피어나는 꽃도 공짜
무엇을 더 바래 욕심 없이 살면 되지
당신의 웃음도 공짜
당신을 사랑하고 좋아하는 거 공짜
하늘땅 바람소리 새소리 공짜
얼마나 좋으냐 내가 사는 이 세상
아낌없이 조건 없이 주는 게 많아
해와 달 별을 보며 꿈을 꾸는 거 공짜
산과 들에 피어나는 꽃도 공짜
무엇을 더 바래 욕심 없이 살면 되지
당신의 웃음도 공짜
해와 달 별을 보며 꿈을 꾸는 거 공짜
산과 들에 피어나는 꽃도 공짜
무엇을 더 바래 욕심 없이 살면 되지
당신의 웃음도 공짜"
살아생전에,"1,815",홍자,"살아생전에는 살아생전에
부질없는 눈물이니까
초점 없는 눈동자를 보니
애처롭기 그지없구나
내 상처 보듬어줄 사람 없이
외로이 살고 있구나
지는 노을 바라보며 뜨건
한숨 쉬지는 마오
살아생전에는 살아생전에
시린 눈물 흘리지도 마오
세월이 지난 후에 내게 남는 건
살아온 흔적뿐이니
살아 생전에는 살아생전에
부질없는 눈물이니까
형편없는 내 모습을 보니
서글픔에 젖어 드는데
내 맘을 위로 해줄 사람 없이
홀로 이리 살고 있구나
지는 노을 바라보며 뜨건
한숨 쉬지는 마오
살아생전에는 살아생전에
시린 눈물 흘리지도 마오
세월이 지난 후에 내게 남는 건
살아온 흔적뿐이니
살아 생전에는 살아생전에
부질없는 눈물이니까
살아 생전에는 살아생전에
사무쳐 가슴 아파도"
대전 블루스,370,김소유,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
가사등록하기"
시치미,559,금잔디,"시들으면 그만인 것을
피는 꽃도 지고 마는데
바람에 등 떠밀려 가는 인생아
한줌도 안되는구나
무심한 저 세월은 눈치도 없이
시치미 떼고 가는데
한번 왔다 갈길인걸 뭣하러 왔소
뜨네기 손님이더냐
야속하다 원망을 말자
세상사 별거 없더라
시들으면 그만인 것을
피는 꽃도 지고 마는데
바람에 등 떠밀려 가는 인생아
한줌도 안되는구나
무심한 저 세월은 눈치도 없이
시치미 떼고 가는데
한번 왔다 갈길인걸 뭣하러 왔소
뜨네기 손님이더냐
야속하다 원망을 말자
세상사 별거 없더라
야속하다 원망을 말자
사는게 별거 없더라"
가지마,463,김수빈,"가지 마 가지 마
동아줄로도 못 잡는 청춘
미련 만 한숨 만
제발 남지 않는 삶이 되길
눈물방울 빗물로 여기면서
살아왔던 날들이
후회 한 점 없다면
그건 거짓말 거짓말
그저 오로지
사랑 하나만을 위해
나 살리라 오늘 내일도
그저 오로지
사랑 하나만을 위해
나 살리라 오늘 내일도
나 살리라 오늘 내 일 도"
도련님,403,오유진,"도련님 도련님
한양 가신 우리 도련님
불러도 대답 없고
기다려도 오지 않는
무심한 우리 도련님
오늘 밤 도련님께 고백할래요
도련님을 짝사랑했다고
사랑하면 안되나요
좋아해도 안되나요
향단이도 여자랍니다
도련님 오시는 날
도련님 오시는 날
내 가슴에 점 하나 찍어 줘요
도련님 도련님
평양 가신 우리 도련님
불러도 대답 없고
기다려도 오지 않네
무심한 우리 도련님
오늘 밤 도련님께 고백할래요
도련님을 짝사랑했다고
사랑하면 안되나요
좋아해도 안되나요
향단이도 여자랍니다
도련님 오시는 날
도련님 오시는 날
내 가슴에 점 하나 찍어줘요
도련님 오시는 날
도련님 오시는 날
내 가슴에 점 하나 찍어줘요"
전복 먹으러 갈래,450,에녹,"전복 먹으러 갈래
서해안 고속도로 타고

완도 앞 바다로
나랑 같이 가볼래

슬쩍 기대도 돼
내 팔을 어깨 위에 두르고

저 구름 따라
지금 떠나볼래

어느새 바닷바람 시원하게 불어 오잖아
좋아

걱정은 마 오늘은 내가 책임진다
진짜야

너에게 좋은 것만 주고픈 마음 알까

전복 먹으러 갈래
할 일은 내일로 다 미루고

이 기분 따라
훌쩍 떠나볼래

가자

조개구이 먹으러 갈래
가까운 오이도도 좋아

까먹기 번거로우면
뭐 찜도 괜찮아

아님 뭐든 어때
랍스타 장어 새우 대게

둘이서 간다면
난 어디든 좋아

어느새 바닷바람 시원하게 불어 오잖아
좋아

걱정은 마 오늘은 내가 책임진다
진짜야

너에게 좋은 것만 주고픈 마음 알까

진짜로 좋은 것만 주고픈 마음 알까

소주도 한잔 할래
안주가 끝내주잖아

이거 마시면 우리
사귀는 거다"
정든 님,533,김연자,"이제 와서 어쩌라고
이제 와서 어쩌라고
나를 두고 떠나시나요
다시 한번 생각해봐요
그날 밤은 잊을 수 없어
사랑한다 사랑한다고
그 말은 왜 했나요
떠난다면 떠나신다면
내 가슴은 내 가슴은
멍든 채로 살아갈 겁니다
그렇게도 믿었는데
그렇게도 믿었는데
정을 두고 떠나시나요
다시 한번 말을 해줘요
그 말만은 진실이라고
사랑한다 사랑한다고
그 말은 왜 했나요
가신다면 가시겠다면
내 마음은 내 마음은
멍든 채로 살아갈 겁니다"
슬픈 베아트리체,"1,043",조용필,"그대 슬픈 눈에 어리는
이슬처럼 맑은 영혼이
내 가슴에 스며 들어와
푸른 샘으로 솟아나리니
그대 여린 입술 사이로
바람처럼 스친 미소가
나의 넋을 휘감아도는
불꽃이 되어 타오르리니
슬픈 그대 베아트리체
아름다운 나의 사랑아
빈 바다를 헤매는 내게
살아야 할 단 하나의 이유되어
사랑이란 소망의 섬
그 기슭에 다가갈 수 있다면
사랑이란 약속의 땅
그 곳에 깃들 수만 있다면

그대 붉은 입술 다가와
화살처럼 스친 입맞춤
나의 넋을 앗아가버린
상처되어 남아있는데
슬픈 그대 베아트리체
떠나버린 나의 사랑아
꽃상여에 그대 보내며
살아야 할 이유마저 없으니
사랑이란 절망의 벽
울부짖는 통곡마저 갇힌채
사랑이란 배반의 강
간절한 언약마저 버리고

사랑이여 불멸의 빛
거짓없는 순종으로 그대를
사랑이여 사랑이여
이 생명 다하는 날까지
사랑이여 불멸의 빛
거짓없는 순종으로 그대를
사랑이여 사랑이여
이 생명 다하는 날까지"
돌고 돌아가는 길,629,노사연,"산 넘어 넘어 돌고 돌아
그 뫼에 오르려니
그 뫼는 어드메뇨
내 발만 돌고 도네
강 건너 건너 흘러 흘러
그 물에 적시려니
그 물은 어드메뇨
내 몸만 흘러 흘러 흘러
발만 돌아 발 밑에는
동그라미 수북하고
몸 흘러도 이내
몸은 그 안에서 흘렀네
동그라미 돌더라도
아니가면 어이해
그 물 좋고 그 뫼 좋아
어이해도 가야겠네

산 넘어 넘어 넘어
돌고 돌아 가는 길에
뱅글 뱅글 돌더라도
어이 아니 돌을소냐
흘러 흘러 세월가듯
내 푸름도 한 때 인걸
돌더라도 가야겠네
내 꿈 찾아 가야겠네
산 넘어 넘어 돌고 돌아
그 뫼에 오르려니
그 뫼는 어드메뇨
내 발만 돌고 도네
강 건너 건너 흘러 흘러
그 물에 적시려니
그 물은 어드메뇨
내 몸만 흘러 흘러
산 넘어 넘어 넘어
돌고 돌아 가는 길에
뱅글 뱅글 돌더라도
어이 아니 돌을소냐
흘러 흘러 세월가듯
내 푸름도 한 때 인걸
돌더라도 가야겠네
내 꿈 찾아 가야겠네"
