Title,Likes,Singer,Lyrics
고백,"13,535",신용재 (2F),"우리 이제 그만하자
다신 마주치지 않도록
그렇게 지내자
별다를 거 없어
사는 게 그렇잖아
언제나처럼 우린 늘 혼자였잖아
생각보단 쉬울 것 같아
너없이 하루를 사는 게
내겐 지금보다
마음 졸이며 널 기다린 하루보다
어쩌면 혼자인 게 더 편할 테니까
그런데 왜 지금 나
널 그리워하는 거니
네가 없는 하루하루가
왜 이리 힘드니
네가 보고 싶다고 너무 보고 싶다고
전하지도 못할 말들을 하곤 했어
이제야 내 맘 다 알 것 같은데
오랜만에 누굴 만나서
시덥잖은 얘길 하고
소리 내어 웃곤 해
괜찮다고 아무렇지 않은 날 보며
너의 마음이 조금만 더 아팠으면 해
그런데 왜 지금 나
널 그리워하는 거니
네가 없는 하루하루가
왜 이리 힘드니
네가 보고 싶다고 너무 보고 싶다고
전하지도 못할 말들을 하곤 했어
이제야 내 맘 다 알 것 같은데
괜찮다고 말하던 친구들의
위로에 아무렇지 않은 것처럼
겨우 웃어보지만
아무리 달려봐도 결국엔 그 자리에
난 너를 그리워하는가봐
미안해 나 지금 너에게
달려가고 있어
차마 네게 할 수 없던 말
이젠 고백할게
너를 사랑한다고 너무 사랑한다고
바보 같은 내 맘 받아 줄 수 있겠니
이제야 내가 날 알 것 같은데
이렇게 난 널 그리워하는데"
Forever,"8,216",안재욱,"사랑했던 너를 잊지 못해.
부디 너를 다시 볼수 있다면.
기다릴 수 있어.
잠시 멀리 있는 거야.
안녕.슬픈 우리 사랑.
삶이 끝나는 날까지 남아서
눈물이 된다는.
마지막 고백 지울순 없겠지.
너의 사랑만이 이세상에서
살아가는 이유였는데.
돌아와줘.이제라도 사랑 할수 있게.
영원히.

사랑했던 너를 잊지 못해.
부디 너를 다시 볼수 있다면.
기다릴 수 있어.
잠시 멀리 있는 거야.
안녕.슬픈 우리 사랑.
삶이 끝나는 날까지 남아서
눈물이 된다는.
마지막 고백 지울순 없겠지.
너의 사랑만이 이세상에서
살아가는 이유였는데.
돌아와줘.이제라도 사랑 할수 있게.
너의 사랑만이 이세상에서
살아가는 이유였는데
돌아와줘.이제라도 사랑 할수 있게.
영원히."
기억을 걷는 시간 (Feat. 10CM),"3,140",시온,"아직도 너의 소리를 듣고
아직도 너의 손길을 느껴
오늘도 난 너의 흔적 안에 살았죠
아직도 너의 모습이 보여
아직도 너의 온기를 느껴
오늘도 난 너의 시간 안에 살았죠
길을 지나는
어떤 낯선이의 모습속에도
바람을 타고 쓸쓸히
춤추는 저 낙엽위에도
뺨을 스치는 어느 저녁의
그 공기속에도
내가 보고 듣고 느끼는
모든 곳에 니가 있어
그래 어떤가요
그대 어떤가요 그댄
당신도 나와 같나요
어떤가요 그대 지금도
난 너를 느끼죠 이렇게
너를 부르는 지금 이순간도
난 그대가 보여
길가에 덩그라니 놓여진
저 의자위에도
물을 마시려 무심코
집어든 유리잔 안에도
나를 바라보기위해
마주한 그 거울속에도
귓가에 살며시
내려앉은 음악속에도
니가있어
어떡하죠 이젠 어떡하죠 이젠
그대는 지웠을텐데
어떡하죠 이젠 우린
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
어떡하죠 이젠
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
어떡하죠 이젠
그리움의 문을 열고
너의 기억이 날 찾아와
자꾸 눈시울이 붉어져
어떡하죠 이젠
그리움의 문을 열고
너의 기억이 날 찾아와
자꾸만 가슴이 미어져
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라"
덩그러니,"8,291",이수영,"아쉬운 것 없이 무딘 사람인 척
미련없이 보내놓고
남은 사랑만큼 고통들도
웃음 뒤에 숨겨놓았어
그깟 한 사람따윈 떠난 건
나 사는 동안
가끔 걸리는 한낱 열병일뿐
함께했던 날들도
곧 흉터 하나없이
아무는 가벼운 상처자국이지만
지친 내 하루의 끝에 거울이 비춘
깊이 패인 상처에 난
눈물만 덩그러니
너무 그리워서 몰래 한 번
그 이름 부른 뒤 다시 가리는 얼굴
이별해서 내게 자유로와진 척
이리저리 바빠지고
잊기 힘들어서 아픈 추억들을
농담처럼 늘어놓았지
그깟 한 사람따윈 떠난 건
나 사는 동안
가끔 걸리는 한낱 열병일뿐
함께했던 날들도
곧 흉터 하나 없이
아무는 가벼운 상처자국일뿐
지친 내 하루의 끝에 거울이 비춘
깊이 패인 상처에 난
눈물만 덩그러니
너무 그리워서 몰래 한 번
그 이름 부른 뒤 다시 가리는 얼굴
널 보낼 수 없는 날 알면서
날 믿는다 떠난 너
이제 조금씩 허술해진 가면
흘러내려 흉한 날 보겠지
그때쯤엔 조금이라도
아물어져 있어서
널 보면 숨지 않기를
그때쯤엔 한 번 너의 눈
바라볼 수 있도록 날 알아봐줘
그때쯤엔 두 번 다시는
그 누구에게라도
상처주지 말아줘"
"그대, 바람이 되어","40,700",엠씨더맥스 (M.C the MAX),"내가 작은 바람이 되어
가만히 그대 뒤에서
잠시 기대본다
스치듯 우연히 바람에도
그대 내 손길을 느낄 수 있게
사랑한다는 흔한 말이
필요 있을까
이미 그댄 나의 전부가 됐는데
전하지 못해서 말할 수 없어서
나의 가슴이 터질 것 같은
지독한 이 사랑
그댄 알고 있나요
못 견디게 보고픈 그대
내 전부가 된 거죠
처음부터 시작된 사랑
이토록 사랑할 수 있을까
나의 가슴에 물들어버린 이 사람
사랑에 서툴기만 한 내가
한순간도 그댈 놓칠 수 없어
사랑한다는 흔한 말이
필요 있을까
이미 그댄 나의 전부가 됐는데
전하지 못해서 말할 수 없어서
나의 가슴이 터질 것 같은
지독한 이 사랑
그댄 알고 있나요
못 견디게 보고픈 그대
내 전부가 된 거죠
바람결에 스쳐 가는
그댈 바라보고 있어
한순간도 멀어져선
못 견디겠다고
전하지 못해서
말할 수 없어서
나의 가슴이 터질 것 같은
지독한 이 사랑
그댄 알고 있나요
못 견디게 보고픈 그대
내 전부가 된 거죠
처음부터 시작된 사랑"
사랑한다는 말,"27,583",김동률,"처음으로 사랑한다 말하던 날
살며시 농담처럼 흘리던 말
못 알아들은 걸까
딴청을 피는 걸까
괜히 어색해진 나를
보며 웃던 짓궂은 너
넌지시 나의 맘을 열었던 날
친구의 얘기처럼 돌려한 말
알면서 그런 건지
날 놀리려는 건지
정말 멋진 친굴 뒀노라며
샐쭉 토라진 너
사랑한다는 말
내겐 그렇게 쉽지 않은 말
사랑해요 너무 흔해서
하기 싫은 말
하지만 나도 모르게
늘 혼자 있을 땐
항상 내 입에서 맴도는 그 말
사랑한다는 말
내겐 눈으로 하고 싶은 말
사랑해 난 맘으로 하고 싶은 말
나 아끼고 아껴서
너에게만 하고 싶은 그 말
시처럼 읊어볼까
편지로 적어볼까
그냥 너의 얼굴 그려놓고
끝내 못하는 말
사랑한다는 말 내겐 그렇게
쉽지 않은 말
사랑해요 너무 흔해서
하기 싫은 말
하지만 나도 모르게
늘 혼자 있을 땐
항상 내 입에서 맴도는 그 말
사랑한다는 말
내겐 눈으로 하고 싶은 말
사랑해 난 맘으로 하고 싶은 말
언제나 이렇게
너에게 귀 기울이면
말하지 않아도 들을 수 있는 말
꼭 너에게만 해보고 싶은 말"
촌스럽게 왜 이래 (You Don't Know Love),"43,020",케이윌,"변했다는 말 영혼이 없단 네 말
사랑이 식었다 그건 아니야
피곤해 그래 딱
오늘만 참아줄래
왜 너만 생각해
가끔 아무 말도 안 해도
그냥 있어줄래
그게 그렇게 어려운거니
그만 좀 날 괴롭히고
숨 쉴 수 있게 만들어줘
사랑을 몰라
넌 너밖에 잘 몰라
어린애 같은 투정은
그만 해 줄래
넌 여전히 사랑을 몰라
넌 너밖에 잘 몰라
꼭 말해줘야 내 맘을 알겠니
그게 아닌데 촌스럽게
내게 왜이래
내 말은 그런 뜻이 아닌데
나도 모르게 너를 울게 만들어
나도 잘 아는데
촌스럽게 자꾸 왜이래
생각보다 말이 더 빠르게 나와
어떡해 한번만 눈감아줘
헤어지잔 말
끝내자 하는 그 말
참 쉽게 하지만 이해가 안돼
투정인건 알지만
제발 그만해줘
왜 너만 생각해
가끔 아무 말도 안 해도
그냥 있어줄래
그게 그렇게 어려운거니
그만 좀 날 괴롭히고
숨 쉴 수 있게 만들어줘
사랑을 몰라
넌 너밖에 잘 몰라
어린애 같은 투정은
그만 해 줄래
넌 여전히 사랑을 몰라
넌 너밖에 잘 몰라
꼭 말해줘야 내 맘을 알겠니
그게 아닌데 촌스럽게
내게 왜이래
내 말은 그런 뜻이 아닌데
나도 모르게 너를 울게 만들어
나도 잘 아는데
촌스럽게 자꾸 왜이래
생각보다 말이 더 빠르게 나와
어떡해 한번만 눈감아줘
무심한 듯 보여도 내 마음은
너 뿐이야 너 뿐이야
항상 네가 닿는 거리에
난 여기에 있는데
사랑을 몰라
넌 너밖에 잘 몰라
어린애 같은 투정은
그만 해 줄래
넌 여전히 사랑을 몰라
넌 너밖에 잘 몰라
꼭 말해줘야 내 맘을 알겠니
그게 아닌데 촌스럽게
내게 왜이래
내 말은 그런 뜻이 아닌데
나도 모르게 너를 울게 만들어
나도 잘 아는데
촌스럽게 자꾸 왜이래
생각보다 말이 더 빠르게 나와
어떡해 한번만 눈감아줘"
사랑 참 어렵다,"11,607",이승철,"사랑이 정말 있기는 한 거니
내 맘을 다 줘도 왜 항상 떠나가는지
다시 사랑할 수 없을 것 같아
사랑 참 어렵네요
문득 보고 싶어서 문득 그리워져서
하루에도 몇 번씩 아파
내 멍든 가슴은 온통 너로 가득 차
난 아무것도 할 수가 없어
사랑 참 어렵다 어렵다 너무 힘들다
있는 그대로 날 바라보면 괜찮을 텐데
사랑 참 어렵다 어렵다 많이 아프다
내 모든 걸 다 주어도
부족한 사랑 참 어렵다

여기까지가 우리 인연인가 봐
네가 행복하다면 이별도 사랑이니까
다시 사랑하면 아프지 말자
사랑 참 어렵네요
문득 보고 싶어서 문득 그리워져서
하루에도 몇 번씩 아파
내 멍든 가슴은 온통 너로 가득 차
난 아무것도 할 수가 없어
사랑 참 어렵다 어렵다 너무 힘들다
있는 그대로 날 바라보면 괜찮을 텐데
사랑 참 어렵다 어렵다 많이 아프다
내 모든 걸 다 주어도 부족하니까
사랑 참 어렵다 어렵다 너무 힘들다
있는 그대로 날 바라보면 괜찮을 텐데
사랑 참 어렵다 어렵다 많이 아프다
내 모든 걸 다 주어도
부족한 사랑 참 어렵다"
미워요,"9,442",씨야,"평생을 나만
사랑한다고 해놓고
평생을 나만
바라본다고 해놓고
나 그댈 이토록
사랑하게 해놓고
안녕이란 말도 없이
떠나간 그대가 미워요
마음이 약해서
그댈 붙잡지도 못하고
못난 정 때문에 잊지도 못하고
사랑한다고 하더니
나를 떠나가버린 그 사람
지켜준다고 약속하더니
나를 울리고 떠난 그 사람
바람아 불어라
그리운 이 내 마음
전해지도록
내 님이 있는 곳
너는 알고 있잖아

사랑이 사랑을
잊혀지게 한다는 그 말
아무리 되내어도 그리움만 차
사랑한다고 하더니
나를 떠나가버린 그 사람
지켜준다고 약속하더니
나를 울리고 떠난 그 사람
바람아 불어라
그리운 이 내 마음
전해지도록
내 님이 있는 곳
너는 알고 있잖아
그래도 사랑했던 사람
내게는 다정했던 사람
이제 잊어야 하겠지
사랑아 사랑아
너 없이 나 어떻게 살라고
못난 내 사랑아
이제는 내가 널 보내줄께
세월아 흘러라
사랑한 추억 모두 잊혀지도록
그리운 내 님이
생각나지 않도록
여자의 가슴에
사랑만 남겨놓고 떠난 사람아
미워요 그 사람
내가 사랑했던 사람"
그런 밤 (Some Nights),"33,083",태연 (TAEYEON),"가장 높은 음으로
불러본 너의 이름
어쩌면 닿을 것 같아
가장 아픈 봄에도
기어이 꽃이 피면
나는 그게 네 잔소리 같아

이젠 긴 시간 속을
천천히 걸어 서두르기 싫어서
작고 사소한 일로
환하게 웃다가도

누가 울어도 이상하지 않은 밤
난 너를 몰래 떠올려
비가 내리면 눈물이
보이지 않는 것처럼

꺼내 먹을 만큼의
행복한 기억들을
주머니에 넣으면
전부 쓰기는커녕
남겨온 날이 있어
그건 좋은 날이지

지난 기억으로만
울고 웃는 게 왠지 아쉬운 거야
마음 안의 시계를
지금에 맞추지만

누가 울어도 이상하지 않은 밤
난 너를 몰래 떠올려
비가 내리면 눈물이
보이지 않는 것처럼

그리워하면 어디든 있는 너
늘 나와 걷는 넌
제일 밝은 곳으로만 이끌어

크게 웃어도 어색하지 않은 밤
긴 꿈을 깨지 않는 밤

끝내 잊어도 이상하지 않은 날
널 보내줄 수 있겠지
그때까진 피하지 않아
그리움은 슬픔이 아냐

다른 시간일 뿐이야
So let the memories go on
And let the days go on and on
So let me remember
오늘 같은 밤이면"
