Title,Likes,Singer,Lyrics
기차를 타고,"38,239",아이유,"어디로 가는지
어디에서 멈출지
모르고 기차를 탔어
이별이 아파서 버릴 곳을 찾아서
무작정 기차를 탔어
창가에 비치는 눈물
모두 닦아낸 후에 다시
되돌아올거야
하나 둘 셋 하고 고개를 돌렸을 때
우리 사랑을 했던
기억 다 사라지기를
더 울기도 싫어 그만 그치고 싶어
그러니까
나 이제는 널 잊을래 기차를 타고
바람에 날리는 사진 사진속의
너와 나 왠지 슬프게만 보여
하나 둘 셋 하고 고개를 돌렸을 때
우리 사랑을 했던
기억 다 사라지기를
더 울기도 싫어 그만 그치고 싶어
그러니까
나 이제는 널 잊을래 기차를 타고
아무도 모르는 너만이 아는
아픈 이별 여행
널 사랑한만큼 사랑했던
그만큼 미워해야 하는 일
정말 힘이 들겠지만
더 울기도 싫어 그만 그치고 싶어
그러니까
나 이제는 널 잊을래
새하얗게 널 지울래
기차를 타고"
Together,"22,228",카더가든,"아침은 늘 그렇듯
조용히 밝아 오고
두 손을 모아 보네
그때 나는 너에게
왜 말하지 못했을까
후회 속에
Oh Together
늘 함께였던 그대여
내 모든 순간을
여린 빛으로 감싸주던
Together
선물 같던 나의 연인
수줍던 미소를
다시 한 번만 볼 수 있다면
Together
사람들의 목소리
귀를 기울여 보면
그 속엔 네가 있어
기분 좋게 맑게 갠
겨울 아침거리를
혼자 걷네
Oh Together
늘 함께였던 그대여
내 모든 순간을
여린 빛으로 감싸주던
Together
선물 같던 나의 연인
수줍던 미소를
다시 한 번만 볼 수 있다면
Together
가끔 뒤돌아 섰을 때
뭔가 이상하단 생각에
고개를 저었는데
Oh Together
나는 그리워해볼게
시간을 기억할게
어쩌면 그때
Oh Together
늘 함께였던 그대여
내 모든 순간을
여린 빛으로 감싸주던
Together
선물 같던 나의 연인
수줍던 미소를
다시 한 번만 볼 수 있다면
Together"
이젠 친구에서 연인이 되고 싶어,"5,481",먼데이 키즈 (Monday Kiz),"매일이 내겐 선물 같기만 한 하루들
너는 내 마음 모르겠지
창가에 비친 옆모습만 바라보아도
시간이 멈춘듯해
다른 곳을 보는 너 가끔은 힘이 들어도
그래도 내가 사랑하는 사람 너니까
이젠 친구에서 연인이 되고 싶어
널 웃게 하고 매일 함께였음 좋겠어
아침이 와도
해가 진 밤이 와도
네 곁에 있고 싶어
너의 그 말투 표정까지도
정말 몰랐어 그렇게 소중한 건지
네게 다가갈 거야
그리고 널 지킬 거야
이제는 혼자 두지 않을게
고단했던 하루가
끝나고 집으로 가는
너의 걸음에
함께이고 싶어
이젠 친구에서 연인이 되고 싶어
널 웃게 하고 매일 함께였음 좋겠어
아침이 와도
해가 진 밤이 와도
네 곁에 있고 싶어
너의 그 말투 표정까지도
정말 몰랐어 그렇게 소중한 건지
네게 다가갈 거야
그리고 널 지킬 거야
이제는 혼자 두지 않을게
멀리도 우린 참 돌아왔나 봐
느낄 수 있는 거리에
난 네가 보여
그리운 나의 마음은
좋은 친구보다
너의 남자로 사는 게
좀 더 쉬울 것 같아
그래야 나 살 것 같아
온종일 너뿐인 나의 맘이
이제는 너에게로 갈 거야"
남겨진 사랑,"2,583",노아(knoah),"더 이상 내게 이러지마 이제 모두 끝나버렸어
우연조차 함께 할 수 없는 영원한 이별인걸
너 아닌 다른 사랑으로 너를 잊으려 했지만
모두 바람처럼 스쳐갈 뿐 내게 머물진 못해
아침을 깨우던 풀잎같은 너의 음성
마치 함께있듯 선명한 너의 그 향기
그런 줄 알았어 내가 널 차마 못 보내
행복만 담겨진 기억으로 산다고
제발 이러지마 세상에 남아 있다고
함께 할 수 없다는 걸 왜 모르니

그 후로 나는 그 누구도 만날 수가 없게 됐어
나와 마주치는 눈빛 모두 너란 걸 알았으니
그렇게 빌린 눈 빛으로 너는 여전히 눈물만
정말 더 이상 견딜 수 없어 나도 따라 울었어
눈감은 세상은 꿈 같은 지난 추억들
다시 눈을 뜨면 너무 선명한 니 눈빛
그런 줄 알았어 내가 널 차마 못 보내
행복만 담겨진 기억으로 산다고
제발 이러지마 세상에 남아 있다고
함께 할 순 없다는 걸
모두 끝내버려 못다한 우리 사랑
슬픔 보다는 다음 세상을 위해
다시 태어나도 널 다시 찾아낼거야
남겨진 사랑을 다시 해야 하니까
제발 날 믿어줘 더 이상 이별은 없어
죽어도 널 이제 다신 놓칠 순 없어"
듣고 싶은 말,"22,248",수지 (Suzy),"아직은 잘 모르지만 니가 바라볼 때
어떤 설렘을 느껴 이 순간에도
얼마나 많은지 몰라 하고 싶은 말이
듣고 싶은 말이
사랑해
love love love in my heart
너와 오래오래
지금 이 길을 걷고 싶어
그리고
you you because of you
내 모든 게 다 너로 가득 차
내 사랑
oh love is you oh love for you
always in my heart
i`m falling in love
너를 보면 그냥 좋아 너의 그 눈빛도
나를 부르는 너의 목소리마저
파란 색깔 지붕아래 너와 집을 짓고
너와 함께 살래
사랑해
love love love in my heart
너와 오래오래
지금 이 길을 걷고 싶어
그리고
you you because of you
내 모든 게 다 너로 가득 차
내 사랑
힘든 일도 참 많겠지만
난 너의 곁에 있을게
내 마음속에 너라는 집을 짓고
영원토록 함께 할거야
언제나 항상 넌 봄이야
여름 가을 지나
겨울 그 끝에 니가 있어
그리고
you you because of you
내 모든 게 다 너로 가득 차
내 사랑
oh love is you oh love for you
always in my heart
i`m falling in love"
폭죽과 별,"10,782",김진호 (SG워너비),"나를 터뜨려줄
힘 있는 사람만 기다렸네
하늘 위로 날아올라 반짝이고 나면
사람들이 나를 쳐다보겠지
소리쳐주겠지
나 그 기분이 좋았고
딱 그 위치가 좋았어
그러다 보니 내 옆에
별이 닿을 것 같네
별과 함께 어깨를
나란히 하고만 싶네
날 다시 하늘 위로 날려줄
사람만을 찾고
그들 손에 길들여져 버린
폭죽 하나로 남네
난 다시 하늘 위로 떠오르고
사람들은 날 보고 소리 지르고
난 다시 재가 되어 땅에 내리고
사람들은 나를 밟고 떠나가고
하늘에 잠시 떠올랐던
그 순간 별들에게 물어봤어
너희들은 좋겠다고
계속 빛나고 있으니
폭죽에게 별들이 말해줬어
사람들은 잊곤 한대
계속 빛을 내고 있으면
빛인 줄도 모른다고
외롭거나 누군가 그리운 날들이 오면
그제서야 가끔씩 별들을 바라본다고
환호 속에 반짝이는 커다란 폭죽보다
침묵으로 빚어진
외로운 빛일 뿐이야 별은
난 다시 하늘에서 내려오고
사람들은 날 보고 끝났다 하고
난 다시 재가 되어 땅에 내리고
사람들은 나를 밟고 떠나가고
별은 계속 하늘을 빛내겠지
폭죽은 흙이 돼 땅을 빛내겠지
하늘과 땅 그 사이에 머물던
우리들의 모습들을 바라보네"
"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지","5,064",AKMU (악뮤),"일부러 몇 발자국 물러나
내가 없이 혼자 걷는 널 바라본다
옆자리 허전한 너의 풍경
흑백 거리 가운데 넌 뒤돌아본다
그때 알게 되었어
난 널 떠날 수 없단 걸
우리 사이에 그 어떤 힘든 일도
이별보단 버틸 수 있는 것들이었죠
어떻게 이별까지 사랑하겠어
널 사랑하는 거지
사랑이라는 이유로
서로를 포기하고
찢어질 것같이 아파할 수 없어 난
두세 번 더 길을 돌아갈까
적막 짙은 도로 위에 걸음을 포갠다
아무 말 없는 대화 나누며
주마등이 길을 비춘 먼 곳을 본다
그때 알게 되었어
난 더 갈 수 없단 걸
한 발 한 발 이별에 가까워질수록
너와 맞잡은 손이 사라지는 것 같죠
어떻게 이별까지 사랑하겠어
널 사랑하는 거지
사랑이라는 이유로
서로를 포기하고
찢어질 것같이 아파할 수 없어 난
어떻게 내가 어떻게 너를
이후에 우리 바다처럼 깊은 사랑이
다 마를 때까지
기다리는 게 이별일 텐데
어떻게 내가 어떻게 너를
이후에 우리 바다처럼 깊은 사랑이
다 마를 때까지
기다리는 게 이별일 텐데"
슬픈 바보,"9,577",민경훈,"그대는 아는지
내가 얼마나
미워하는 줄 아는지
그대는 모르지
내가 얼마나
사랑하는 줄 모르지
떠나는 그대 뒷 모습을 보며
눈물 흘리는 내가 미워
하고픈 말도 하지도 못하며
애만 태우는 슬픈 바보죠
아픈 기억 속에
나를 가두지 마요
아름다운 이 세상이
너무 슬퍼져요
나에겐 두 번 다시
사랑할 수 있는 힘이
남아 있지 않아요 이제는

그대는 모르죠
내가 얼마나
기다리는 줄 모르죠
하늘 아래서 슬픈 만남으로
내가 흘린 눈물이 많아
보고 싶어도 다신 볼 수 없어
애만 태우는 슬픈 바보죠
그대 없는 이 자리에
날 두지 마요
슬퍼하는 이 세상이
너무 힘들어요
살아도 나 죽어도
그대를 잊지 못하는
바보 같은 나죠
혹시 내게 다시 돌아올까봐
여기 그댈 다시 기다려 봐도
이곳엔 없네요
찾을 수가 없네요 이젠

이 세상이 그대를
다시 내게 준다면
아름다운 이 곳에서
우리 사랑해요
한 번만 단 한 번만
그대를 볼 수 있다면
바보처럼 떠나보내지 않아요
다시는"
See You Again (Feat. 리처드 용재 오닐),"5,620",백지영,"See your eyes
See your face
자꾸 가슴이 뛰어서
See your face
See your eyes
맘에 품은 걸 알았죠
내가 살아온
세상 어느 순간보다 더
소중해서
그댈 둘러싼
시간 꿈 모두 다 한 조각
공기처럼 간직했죠
너무나 아파서 슬픈 사랑은
매일 밤이면 낯선 얼굴로 서서
저기 바람은 가고 있는 길을
알고 있다 말하죠
I'll be there
함께 하나요
See your eyes
See your face
자꾸 눈물이 흘러서
가진 것
아닌 것
아무 소용이 없었죠
내가 살아갈 세상
어느 곳에서도 그 이름
부를 수 없어서
이토록 아팠던 우리 사랑은
매일 밤이면 낯선 얼굴로 서서
저기 바람은 가고 있는 길을
알고 있다 말하죠
I'll be there
함께 하나요
I'll be there
I'll be there
모두 흩어진 뒤에
만나죠
다 아픈 거죠
그곳에선 함께 웃고 있죠
I'll be there
See you again"
My Love,"24,248",양다일,"잠든 하루를 네 목소리에 깨어
어린아일 달래듯 감싸 안는 말이
다를 것 없는 내 하루를 묻다가
사소한 투정에도 위로하는 맘이
가끔은 그대가 너무 고마워서
어떤 말로 내 마음을 전할지
어쩌면 이 모든 게
마치 꿈처럼 모두 사라질까 봐
겁이 날 만큼
내 하루를 미소 짓게 만들어
뻔한 얘기 같겠지만
널 품에 안고 있으면
온 세상이 아름다워서
널 만난 뒤로 달라진 내 감정들이
얼마나 소중한지 너무 고마워
My love
하루의 끝을 네 목소리에 기대
지쳐있는 내 맘이 위로받는 기분
긴 시간에도 순간이 설레어서
바래다주는 길이 왜 이리 아쉬운지
내 하루를 미소 짓게 만들어
뻔한 얘기 같겠지만
널 품에 안고 있으면
온 세상이 아름다워서
널 만난 뒤로 달라진 내 감정들이
얼마나 소중한지 너는 알고 있는지
늘 바라고 꿈꿔왔던 내 곁에 네가 있어
그 쉬운 말 한마디 표현 못 해서
이젠 네가 기댈 수 있게 부족한 나지만
오랜 시간 함께 머물고 싶은 맘에
나의 모든 진심을 고백할게
뻔한 얘기 같겠지만
널 바라보고 있는 게
이젠 너무 소중해서
널 만난 뒤로 나누던 그 모든 게 다
나를 채워주는 걸 너무 고마워
My love"
