Title,Likes,Singer,Lyrics
Crush,"60,294",세븐틴 (SEVENTEEN),"You are my crush
I got a crush on you
나는 너에게 Rush
You are my crush
I got a crush on you
너 말곤 전부 다 Hush Hush

It’s 조금 Complicated
날 끌어당기는 건
아무도 흉내 낼 수 없는 너
(유일해 넌 내게 Only one)

질문엔 대답하지 말아 줘
눈을 보고 느껴
천만 배는 감동적이야

Oh baby 난 멈출 수 없어
(I’m crazy for you)
이미 서로의 심장은 병렬로 나열돼

I don’t know what to do
Tell me what I gotta do
네가 없으면 난 마음이 얼룩져
녹아 없어질 거야

You are my crush
I got a crush on you
나는 너에게 Rush
You are my crush
I got a crush on you
너 말곤 전부 다 Hush Hush

지금 이 달콤함은 영원히 해롭지 않아
You are my crush
I got a crush on you
내 마음은 Run and gun

음악의 볼륨을 최대치로
올려도 우린 대화가 가능해
지금 이 달콤함은 영원히
해롭지 않을 거라는 걸 알아

오직 Feel로 오직 Feel로
함께 있음을 느껴
어제보다 감동적이야

Oh baby 난 멈출 수 없어
(I’m crazy for you)
이미 서로의 심장은 병렬로 나열돼

I don’t know what to do
Tell me what I gotta do
네가 없으면 난 마음이 얼룩져
녹아 없어질 거야

You are my crush
I got a crush on you
나는 너에게 Rush
You are my crush
I got a crush on you
너 말곤 전부 다 Hush Hush

지금 이 달콤함은 영원히 해롭지 않아
You are my crush
I got a crush on you
내 마음은 Run and gun

알려줘 어떻게 하면
널 더 깊게 알 수 있을지
알려줘 어떻게 하면 널 더
내가 믿을 수 있는 건
지금 내 눈앞에 있는 너

서로를 더 끌어당겨

You are my crush
I got a crush on you
나는 너에게 Rush
You are my crush
I got a crush on you
너 말곤 전부 다 Hush Hush

지금 이 달콤함은 영원히 해롭지 않아
You are my crush
I got a crush on you
내 마음은 Run and gun

조금 더 내게 더 (내 맘은 타오르고 있어)
조금 더 내게 더 (속도를 늦출 수 없어)
Woo 우리 감정은 All day
쉴 틈 없이 커지고 있어"
My Light,"6,690",dori,"I give you my light
Oh my god
she is all my style
I’m in love so bad
It is good chemical
I’m not 포기는
내 스타일은 말해 just say
I’m gonna love you
네게로 다가가는 이 거리는
아마 so bad, I’m fine
I might feeling good times
I know
Feeling like I want
You feeling like I need
I wanna take you
All day all best time
Feeling like I want
You feeling like I need
I wanna take you
All day all best part
I give it all my mind
Right, I’m gonna crazy
I give it all My my light
I’m gonna crazy
I give it all my mind right?
I'm gonna crazy
I give it all My my light.
I’m gonna crazy
I gotta back
I go to back
괴롭게 매일 밤 네게서
날 좀 빼내줘 babe
오늘 밤 내 방 안에서
앞에 있어도 너만 take a look
옆에 있어도 너만 take a look
Oops babe
너와 back
Girl, 내 곁에서만 있어줘
Bass
You are my bass
요즘 이 bass가 죽이던데
I wanna bass
You are my bass
넌 이 곡 bass를 바꾸는 빛
Ok
앞에 있어도 너만 take a look
옆에 있어도 너만 take a look
Oops babe
너와 back
Girl, 내 곁에서만 있어줘 babe
I know
Feeling like I want
You feeling like I need
I wanna take you
All day all best time
Feeling like I want
You feeling like I need
I wanna take you
All day all best part
I give it all my mind
Right, I’m gonna crazy
I give it all My my light
I’m gonna crazy.
I give it all my mind right?
I'm gonna crazy
I give it all My my light
I’m gonna crazy
I give it all my mind
Right, I’m gonna crazy
I give it all My my light
I’m gonna crazy
I give it all my mind right?
I'm gonna crazy
I give it all My my light
I’m gonna crazy"
YOU AND I,"9,480",dori,"You know I love you sweetie girl
Yes right
This is for my own
You know I love you sweetie girl
This happened
You’d never know
You know I love you sweetie girl
Yes right
This is for my own
You and I
너와 내 사이는 그저 so bad
Hey
Lately 넌
내게 문자만
남겨놓지 날
사랑한다고
난 maybe 또
기다리겠지 널
언제 올지
모른대도
하루 종일 나는
너만 기다려 또
내 생각은 안 한 게 뻔해
You got me like
Always 너만 기다려 또
그저 멀리서 봐 네 눈치만
You know I love you sweetie girl
Yes right
This is for my own
You know I love you sweetie girl
This happened
You’d never know
You know I love you sweetie girl
Yes right
This is for my own
You and I
너와 내 사이는 그저 so bad
난 알아 so my bad
매달리지 않게
노력해 봐도
네가 없으면 안 돼
난 널 놓지 못해
나만 보고 있지만
난 널 못 놔줘 my love
You know I love you sweetie girl
Yes right
This is for my own
You know I love you sweetie girl
This happened
You’d never know
You know I love you sweetie girl
Yes right
This is for my own
You and I
너와 내 사이는 그저 so bad"
우리 사이 은하수를 만들어,"41,182",오존 (O3ohn),"황홀한 눈빛을 따라가
내 눈 속에 비친 널 마주 앉아
파도 소리 들려오니
영화 속의 장면 같아
흔들리는 파도 소리에
설레는 내 맘도 너에게 닿을까
진심 한 방울 꺼내어
너에게 가져다줄까
어둠 내린 바다의 등대가 되어 비출게
다가오는 비바람 앞에
단 하나의 빛이 되어줄게
끝없이 펼쳐지는 어두운 바다 위에
너와 내 사이의 은하수를 만들어
파란 별 바다로
부딪치는 파도에 쓸려
아파한 네 모습 눈물이 보여
어깨 한켠 내어주고
너의 반이 되어 줄게
흔들리는 파도소리에
혹시나 내 맘이 너에게 닿을까
진심 가득한 단어에
마음 담아 전해줄까
어둠 내린 바다의 등대가 되어 비출게
다가오는 비바람 앞에
단 하나의 빛이 되어줄게
끝없이 펼쳐지는 어두운 바다 위에
너와 내 사이의 은하수를 만들어
파란 별 바다로
끝없이 내려오는 은하수 별 아래
너와 나 사이에 별 이름 하나 붙이고
서로 닮은 별 하나 찾아 너에게 보내
온통 너와 날 닮은 별 바다 아래
파란 별 바다로
파란 별 바다로"
보통 이별,588,경제환,"넌 자꾸 찾았지 내 옛 모습
여전하다니까 내 맘은
거짓말하면
내 표정만 봐도 넌 알잖아

아무 만족 안된다는 듯
심지 불 붙여 또
소화 뒤엔
어색한 정적만
반복에 반복
너도 지쳤잖아

oh
진심 없이 맘 돌리는 것도
지겨워
더 널 붙잡고 있는 것도

이미 망가진 것 같네
그냥 여기쯤에서
좋은 기억까지
망가지지 않게

이젠 돌아가고 싶지 않은 것 같아
그럴 수 없다는 걸 너도 잘 알잖아
나를 추억 너머
모두 지워 버려
아무 미련 없이
자연스러운 보통 이별처럼

멀리서나 예뻤지
매일이 다툼
안정감을 받는 것보다
뱉는 한숨

네가 원했던 것만큼
나도 원하는 게 많아
갈라졌던 금

영원하자는 약속 지키지 못했고
결국엔 난 이 배역을 자초
시간을 밟고 외면하길 반복해
어떤 방향이든 할 수 없어 만족

oh
진심 없이 맘 돌리는 것도
지겨워
더 널 붙잡고 있는 것도

이미 망가진 것 같네
그냥 여기쯤에서
좋은 기억까지
망가지지 않게

이젠 돌아가고 싶지 않은 것 같아
그럴 수 없다는 걸 너도 잘 알잖아
나를 추억 너머
모두 지워 버려
아무 미련 없이
자연스러운 보통 이별처럼"
Scaredy Cat,"15,875",DPR IAN,"I think I’m scared
난 두려운 것 같아
of all the signs
이 모든 징조들이
don’t ever leave me
제발 날 내버려 두지 마
alone at night
밤에 홀로
I think I’m scared (I think I’m scared)
난 두려운 것 같아 (난 두려운 것 같아)
I don’t know why (I don’t know why)
왜인지 잘 모르겠어 (모르겠어)
just leave the lights on
그냥 불을 켜진 채로 둬
and close the blinds
그리고 블라인드를 내려줘

because
왜냐면
I’m a scaredy cat
난 겁쟁이니까
please
제발
no more heart attacks
날 그만 놀라게 해
because
왜냐면
I’m a scaredy cat
난 겁쟁이니까
please
제발
no more heart attacks
날 그만 놀라게 해

I think I’m scared
난 두려운 것 같아
I have no time (he has no time)
난 시간이 없어 (그는 시간이 없어)
I scream out loud
난 크게 소리를 질러봐
just to see if I’m alive
그저 내가 살아있는지 보려고
I think I’m scared
난 두려운 것 같아
I don’t know why (I don’t know why)
왜인지 잘 모르겠어 (모르겠어)
so leave the lights on
그러니 불은 켜진 채로 둬
I’ll stay inside
난 안에 있을 거야

because
왜냐면
I’m a scaredy cat
난 겁쟁이니까
please
제발
no more heart attacks
날 그만 놀라게 해
because
왜냐면
I’m a scaredy cat
난 겁쟁이니까
please
제발
no more heart attacks
날 그만 놀라게 해

dial 911
119를 눌러
I’m calling from under my bed (under my bed)
통화를 하고 있어, 침대 아래서 (침대 아래서)
it’s hard to breath when you’re not there (you’re not there)
숨을 쉬기가 힘들어, 네가 없을 땐 (네가 없을 땐)
I find everything a nightmare (a nightmare)
내겐 모든 게 악몽이야 (악몽이야)
sometimes I know you don’t care
가끔은 네가 상관 안 하는 걸 알아
but I feel like I’m
하지만 난 지금 마치

disappearing in a hole
구렁텅이로 사라지는 것 같아
and nobody will know (know)
아무도 모르는 곳
nobody will go (except when I’m with you)
아무도 안 가는 곳 (하지만 너와 있을 때는 얘기가 다르지)
sitting in my room alone
방에 홀로 앉아있어
and nobody will know (know)
아무도 모르는 곳
nobody will go (except when I’m with you)
아무도 안 가는 곳 (하지만 너와 있을 때는 얘기가 다르지)

why does no one understand
왜 아무도 몰라주는 건지
when I say I am just afraid
내가 두렵다고 할 때마다
why does no one lend a hand
왜 아무도 손을 내밀지 않는 건지
when I say I will drift away
내가 사라질 것 같다고 할 때마다

and there are clouds in disguise
그리고 구름들이 숨어있어
and I’m always terrified
그리고 난 계속 두려움에 떨고 있어
they might just rain on me
그들이 나에게 비가 되어 내릴까 봐

I’m losing my mind
아득해지고 있어
but I think I’ll be alright
하지만 그래도 난 괜찮을 것 같아
just hold my hands you’ll see
내 손을 잡아줘, 그럼 이해할 수 있을 거야

because
왜냐면
I’m a scaredy cat
난 겁쟁이니까
please
제발
no more heart attacks
날 그만 놀라게 해
because
왜냐면
I’m a scaredy cat
난 겁쟁이니까
please
제발
no more heart attacks
날 그만 놀라게 해

I know that you think
네가 그렇게 생각하는 걸 알아

because
왜냐면
I’m a scaredy cat
난 겁쟁이니까
please
제발
no more heart attacks
날 그만 놀라게 해
because
왜냐면
I’m a scaredy cat
난 겁쟁이니까
please
제발
no more heart attacks
날 그만 놀라게 해"
행복한 척,"104,390",수지 (Suzy),"난 또 행복한 척 더 더 행복한 척
난 또 행복한 척 더 더 행복한 척
아무에게도 말하지 못한 비밀이 있어
이렇게 웃고 있지만
나를 바라보는 많은 사람들은
행복해 보이는 나를 보겠지만
널 떠나 새로운 사람을 찾아가
기대하고 떠난 내가
이렇게 될 줄은 몰랐어
날 바라보고 있는 시선들이 두려워
나를 얘기하는 말들이 무서워
난 또 행복한 척 더 더 행복한 척
하는 내가 싫어
니가 보고 싶을 때 니가 그리울 때
기대고 싶을 때 되돌아가고 싶을 때
난 또 행복한 척 더 더 행복한 척
하는 내가 됐어
말하기조차 너무 염치없지만
이제와 보니 너 같은 남잔 없어
텅 빈 날 채워줄 진짜 사랑을
찾아 떠났지만 그런 사랑은 없었어
이럴 때 마다 내 곁에 있는 그 사람이
너무 미워 내가 더 미워
이렇게 될 줄은 몰랐어
날 바라보고 있는 시선들이 두려워
나를 얘기하는 말들이 무서워
난 또 행복한 척 더 더 행복한 척
하는 내가 싫어
니가 보고 싶을 때 니가 그리울 때
기대고 싶을 때 되돌아가고 싶을 때
난 또 행복한 척 더 더 행복한 척
하는 내가 됐어
난 또 행복한 척 더 행복한 척
난 또 행복한 척 더 더 행복한 척"
네번째 손가락 (Feat. Gist),207,SHIRT (셔츠),"Please, don‘t waste my time
말 돌리지 말고

네번째 손가락에
자꾸만 눈이 가

Please, don’t waste my time
핑계 대지 말고
너가 한 말 다

I don't understand

언제까지 나만 이해해 Baby

네 말투 표정 하나하나
나만 기억하고 싶어
딴 남자 몰랐으면 해
주변 친구들은 왜 또 많아
길다면 길지 몇 달은
근데 어쩌라고 내 시간은
시간도 아닌가
나도 바쁘단 말이야

좋다고 번호 교환할 때는 언제고
이제 와서 그러는 건 진짜 뭔데 또

Please, don‘t waste my time
말 돌리지 말고

네번째 손가락에
자꾸만 눈이 가

Please, don‘t waste my time
핑계 대지 말고
너가 한 말 다

I don't understand

언제까지 나만 이해해 baby

Call you up, late-night
i just wanna make you night

난 좀 다를지 몰라
지밖에 몰랐던 걔랑은 좀 달라

꼭 같이 있으면
Oh, Shines down on me

I love you and you make me smile

Please, don‘t waste my time
말 돌리지 말고

네번째 손가락에
자꾸만 눈이 가

Please, don‘t waste my time
핑계 대지 말고
너가 한 말 다

I don't understand

언제까지 나만 이해해 baby"
누구 없소,"50,267",이무진,"여보세요 거기 누구 없소
어둠은 늘 그렇게
벌써 깔려 있어
창문을 두드리는
달빛에 대답하듯
검어진 골목길에
그냥 한번 불러봤소
날 기억하는
사람들은 지금 모두
오늘 밤도 편안히들
주무시고 계시는지
밤이 너무
긴 것 같은 생각에
아침을 보려
아침을 보려 하네
아침을 보려 하네
여보세요 거기 누구 없소
여보세요
날 기억 날 기억하는
사람들은 지금 모두
오늘 밤도 편안히들
주무시고 계시는지
밤이 너무
긴 것 같은 생각에
아침을 보려
아침을 보려 하네
나와 같이 누구
아침을 볼 사람 거기 없소
누군가 깨었다면
내게 대답해줘"
없었던 일로,"21,298",헤이즈 (Heize),"대충 모자를 눌러 쓰고서
부은 눈을 가리고 나와
오늘부터는 울어도
나 때문에 울어
이제 사랑이란 불편한 부속을
모두 버리고
너를 위한 난 없던 일로

웃게 했던 약속들도 아쉽게
I don’t care
더는 I don’t care
두세 개의 단어들로 참 쉽게
끝이 날 나와 너였네

없었던 일로
없었던 일로
없었던 일로
없었던 일로

어색해서 좋은 거였던 인사
불필요했던 우리의 시작
흐를수록 온몸으로
느껴진 해로운 시간
나에게 미안해 진짜
너 때문에 꽃 피는 것도 못 보고
추위에 얼어붙은 내 심장
이제 사랑이란 불편한 부속을
모두 버리고
너를 위한 난 없던 일로

웃게 했던 약속들도 아쉽게
I don’t care
더는 I don’t care
두세 개의 단어들로 참 쉽게
끝이 날 나와 너였네

혼자만 멈춰있는 듯 외롭던 날들도
그저 나약했던 내 맘의 병이란 걸
이제 알겠어

없었던 일로
없었던 일로
없었던 일로
없었던 일로

I don’t need no more"
