Title,Likes,Singer,Lyrics
너라면 괜찮아,"2,489",스탠딩 에그,"날 스쳐 지나간
수많은 사람들 중에
단 한사람만이 날 멈춰서게 했어
갈곳을 잃었던
수많은 나의 시간이
이제야 뒤늦게 주인을 찾은거야
키가 작더라도 아담해서
나랑 어울려 괜찮아
싫어하던 노랠 네가 부르면
또 그 노래가 괜찮아
항상 늦게와서 혼자 기다려도
너라면 괜찮아
이 모든게 너를 만난 이후로
처음 겪는일
너라면 괜찮아 잊어버리지마
너라면 괜찮아 잊어버리지마
너라면 괜찮아
나의 모든 시간 너에게 다줄게
그동안 불렀던 수많은 사랑 노래가
이제야 뒤늦게 주인을 찾은거야
make up 안해도 넌 예쁘니까
그냥 나와도 괜찮아
늦게까지 나를 데리고 다니며
쇼핑해도 괜찮아
매일 밤늦도록 전화해도
할 얘기가 많아 괜찮아
이 모든게 너를 만난 이후로
처음 겪는일
너라면 괜찮아 잊어버리지마
너라면 괜찮아 잊어버리지마
너라면 괜찮아
나의 모든 시간 너에게 다줄게
네 모든 시간도 네 모든 세상도
나에게 준다면
평생 아끼고 잘 간직 해줄게
너라면 괜찮아 잊어버리지마
너라면 괜찮아 잊어버리지마
너라면 괜찮아
나의 모든 시간 너에게 다줄게
너라면 괜찮아 잊어버리지마
너라면 괜찮아 잊어버리지마
너라면 괜찮아
나의 모든 시간 너에게 다줄게
너라면 괜찮아 잊어버리지마
너라면 괜찮아 잊어버리지마
너라면 괜찮아
나의 모든 시간 너에게 다줄게"
청춘의 덫,"1,590",안수지,"얼마나 다짐했었는데
너 없이 살 수 있다고
증오란 이름의 독은
내 혈관 속에 흘러
차갑게 비웃었네
짓밟힌 작은 영혼을
사랑을 믿는다는 게 죄라면
또 죄겠지만
가슴속 남겨놓았던
바보 같은 미련 때문에
사랑이 사랑을 배반하고
증오하도록 나는 보고만 있네
사랑을 믿는다는 게 죄라면
또 죄겠지만
가슴속 남겨놓았던
바보 같은 미련 때문에
사랑이 사랑을 배반하고
증오하도록 나는 보고만 있네
더 이상 붙잡을 수 없네
모든 걸 알고 있거든
잘려진 그리움 위로
떨어지는 눈물은
내 것이 아니라고
너에게 돌려 주리라
사랑을 믿는다는 게 죄라면
또 죄겠지만
가슴속 남겨놓았던
바보 같은 미련 때문에
사랑이 사랑을 배반하고
증오하도록 나는 보고만 있네
사랑을 믿는다는 게 죄라면
또 죄겠지만
가슴속 남겨놓았던
바보 같은 미련 때문에
사랑이 사랑을 배반하고
증오하도록 나는 보고만 있네"
Other Side of Town,"4,869",우효,"Trying to hold back
The thought I’d know
you well by now
It’s one of those days you know
Trying to fight back
The tears from rolling down
your back
It’s one of those days you know
It’s one of those days
When they say
You’re just a fool
You know it’s true
I never loved you
I’ll never need you
So go on and cry
Don’t teach me
how to live my life
It’s one of those days
Just one of those days
When you miss your mum
And the little games you played
Don’t try to run away
Don’t try to run away
Come on over now
To the other side of town
Come on over now
To the real side of love"
지쳐가는 나에게,"2,398",공기남,"지쳐가는 밤 생각에 잠겨서
잠을 잘 수 없어 머리가 아프네
쌓기만 하고 비우지 못해서
넘쳐버리면 큰일 날 텐데
욕심을 버리고 조금 내려 논다면
만약 잃더라도 맘은 편하겠지
조금 여유를 갖고 나의 행복을 먼저
지켜야지 돌봐야지
무엇을 위해 살고
어디로 향해 갈까
느리게 가더라도
길을 잃진 않았으면 좋겠어
욕심을 버리고 조금 내려 논다면
만약 잃더라도 맘은 편하겠지
조금 여유를 갖고 나의 행복을 먼저
지켜야지 돌봐야지
슬프면 울어도 돼
억지로 참지 마
비워내고 돌봐야지"
KUMO SIGN (Feat. J;KEY),"3,594",디핵 (D-Hack),"구름 뒤에서 봐서 알아
모두 많이 지쳐 보여 나의
음악을 들으며 시간을 걸어줘서
ARIGATO 특별하다고 해
누군 내게 특이하다 해
가끔씩은 내게 욕을 하곤 해
D-Hack으로 살다 보니까
재미있는 일이 너무 많아
이제는 일본에서도
날 알아보는 사람이 있어
가족은 한국에 친구들은 일본에
YEAH METCHA
TOKUBETSU NO JINSEI
URUSAI URUSAI
잡음이 많아져
너넨 나보다
내가 잘 보이는 것 같아요
이건 아니야 HIPHOP
그리 말하는 랩퍼들
나보다 랩을 못 하는 것은
왜인 거고
UM UM UM
SEKAI WA MUZUKASHI야
잠깐만 도망가
숨고 싶은 기분이야 난
날 바라보는 사람들에게 말
저기 저 구름의 뒤편에
난 숨어있을게
해가 눈을 감을 때
내 노래를 흥얼거리며 YEAH
나를 찾아 모험해줄래
난 그걸 기다리고 있을게
시간이 많이 없어
저 하늘 위에 어떤 구름도
내가 앉아있기는 어려워서
NA NA NA
많이 다짐하곤 했었어
저 구름보다 높게 날아 버리며
V-SIGN을 그리고 싶었어
저 구름보다 높게 날아가야해
날 귀찮게 하는 모든건
버릴래 바닥에
왜냐면 우린 이미 바뻐
슬슬 해야하지 밥벌이
요즘 입에 달고 살어
우린 죽을 수도 있어 내일
그래서 행복해야겠어 오늘
잠깐만 시간내 보자구 노을
이제 곧 찾아오지 어둠은
걷어가 고달픔 위에 거품
너도 많이 지쳐있잖아
편히 숨쉬어도 괜찮아
i got your back
and you got my back
내일 아침
내가 무사히 눈 뜨기만 해도
들어 V Sign 높게
내게 주어진 새 하루에 후회는 없게
내일 아침
내가 무사히 눈 뜨기만 해도
들어 V Sign 높게
나 절대 후회는 없게
언제든 들 수 있어 나
Peace Sign bumpin'
저기 저 구름의 뒤편에
난 숨어있을게
해가 눈을 감을 때
내 노래를 흥얼거리며 YEAH
나를 찾아 모험해줄래
난 그걸 기다리고 있을게
시간이 많이 없어
저 하늘 위에 어떤 구름도
내가 앉아있기는 어려워서
NA NA NA
많이 다짐하곤 했었어
저 구름보다 높게 날아 버리며
V-SIGN을 그리고 싶었어"
늦은 시간에 전화해서 미안해,"3,820",마인드유,"조금 늦은 시간에
네게 전화해서 미안해
혹시라도 너도 기다릴까 봐
내 목소리 들리니
네게 할 말이 많았는데
휴대폰 너머 너의 모습을 상상을 하니
눈물을 참을 수 없어서
참아왔던 말을 지금 하려 해
혹시 너도 나를 그리워할까
너의 목소리가 너무 듣고 싶어서
나 많이 힘든 것 같아
알아줬으면 해
널 잡고 싶어
전화했어
아마도 넌 모르지
얼마나 네게 의지한지
함께 하려던 미래
그곳에 모든 걸 걸은
내가 초라해
솔직히 내게 말해줄래
말하지 않은 진심이
더 있잖아
혹시 너도 나를 그리워할까
너의 목소리가 너무 듣고 싶어서
나 많이 힘든 것 같아
알아줬으면 해
널 잡고 싶어
너와 함께 만든 지난날들이
아직도 선명해 잊지 못할 것 같아
다른 누군가를 만나도
니가 준 사랑에
반의 반 조차 못 할 거야
아직도 널 사랑해"
오늘부터 내 모든 날,"2,100",열두달 (12DAL),"그댈 처음 본 순간
꿈인 것만 같아서
지나간 슬픈 일들이
무색해져 버렸죠
하루라도 더 빨리
그댈 만났다면
오늘부터 내 모든 날
너 하나로 채우고 싶어
아름다운 그대
부드러운 그 품에
매일 밤 안길 수 있다면
사랑해요 다른 사랑 나는 필요 없죠
난 그대 하나로 충분하니까
어둔 밤 드리우면
스르르 눈이 감겨요
불안했던 어제의 난
다른 사람만 같아
하루라도 더 많이
볼 수만 있다면
오늘부터 내 모든 날
너 하나로 채우고 싶어
아름다운 그대
부드러운 그 품에
매일 밤 안길 수 있다면
사랑해요 다른 사랑 나는 필요 없죠
난 그대 하나로 충분하니까
길었던 외로움과
흘렸던 너와 나의 눈물
그때 우린 알았을까
긴긴밤이 지나고 나면
환히 비춘 그대
얼굴이 보이네요
나를 찾아준 그대
사랑해요 다른 사랑 나는 필요 없죠
난 그대 하나로 충분하니까
그대면 돼요"
금사빠 (낮 Ver.) (Prod. PHILLIP),"1,861",타미즈 (Tamiz),"난 말야 사랑해 널
아니지 사랑했어
어제까지 톡은 진심이었고
그건 거짓말이 아냐
희상아 여기다 답해봐
어제까진 상사병을 앓았네
지금은 안 사랑해
나도 참 간사하네
이별 때문에 붙이고
있던 반창고 떼
치료해줘서 나는
저 멀리 날아갈게
사실은 없었던 거야
속았네 착시효과
어제까지 내 심장은 쿵
멀찌감치 못바라봤고
어제 오늘은 같을 줄만 알았고
그래서
난 소문을 슉
동네방네 잘될 거라고
무척 기대했어 나도
하지만 이렇게 시시
하게 끝날 줄은 몰랐지 나도 미침
난 왜 이리 매번 사랑에 실패하는데
인스타그램에
우릴 전시하고 싶은데
내 우뇌가 맘대로 조종되진 않아서
나는 항상
날 경계하고
의심해
또 삐끗대
난 말야 사랑해 널
아니지 사랑했어
어제까지 톡은 진심 이었고
그건 거짓말이 아냐
희상아 여기다 답해봐
어제까진 상사병을 앓았네
지금은 안 사랑해
나도 참 간사하네
이별 때문에 붙이고
있던 반창고 떼
치료해줘서 나는
저 멀리 날아갈게
사실은 없었던 거야
속았네 착시효과
난 말야 사랑해 널
아니지 사랑했어
난 말야 사랑해 널
아니지 사랑했어
난 말야 사랑해 널
아니지 사랑했어
난 말야 사랑했어
No no"
담배와 라이터 (Feat. SWRY),"2,125",Ralph,"담배를 물고
한숨에 피워
재 털어 내야 해
귀찮아 그냥 둬
바람이 불 때면
가져갈 테니
나는 온전히 집중해 담배만 피워
들이마셔 연기
한 손엔 전화기 or 냄새 배인
라이터와 작은 미세먼지
둘 다 못 놔 익숙 해져버린 것들이라서
내겐 더더욱 버리기엔 없이 못 살아
Like drug ay Can i do it
한 대 피우고 올게 내가 미안해 honey
잠깐만 기다려 1 minute pretty
충 분히 가능하니 먼저 씻어 lady
다시 마셔버려 들숨
살만하네 이제 숨통 트여
없이 못 살지 너도 얘도 마찬가지
담배와 라이터 우리 같아 불
담배와 라이터 우리 같아
혼자선 외로워 이 밤이
담배와 라이터 우리 같아
혼자선 외로워 이 밤이
담배와 라이터 우리 같아
혼자선 외로워 이 밤이
담배와 라이터 담배와 라이터
담배와 라이터 우리 같아
혼자선 외로워 이 밤이
담배와 라이터 처음부터
너를 몰랐다면 차라리
이제는 내가 필요 없다면
어떡해 어떡해 ay ay ay ay ay
타들어가는 속도에 심장이 아파
좋은 것도 잠시 죽도록 아파
이것도 우리 같아
뜨겁도록 사랑했다가도 삭막
해지는 거 일도 아니잖아
그러다가 헤어지면
진짜 남이 되어 서로 남이 돼버리면
우린 각자 홀로일 땐
진짜 뭣도 아니잖아
그러니까 제발 내 말 좀 들어봐
이젠 숨 좀 쉬자
우린 각자가 될 수 없기에
하나가 돼버리는 게 더 편해
그동안에 너의 생각들은 어때
답해봐 라이터 너는 어때
나는 담배 너는 라이터
불을 붙여 줘 내게 빨리 어서 라이터
넌 이쁜 라이터
내가 뜨거워도 안아줄게
나의 주머니 속 라이터 yeah
담배와 라이터 우리 같아
혼자선 외로워 이 밤이
담배와 라이터 우리 같아
혼자선 외로워 이 밤이
담배와 라이터 우리 같아
혼자선 외로워 이 밤이
담배와 라이터 담배와 라이터
담배와 라이터 우리 같아
혼자선 외로워 이 밤이
담배와 라이터 처음부터
너를 몰랐다면 차라리
이제는 내가 필요 없다면
어떡해 어떡해 ay ay ay ay ay"
On the bed (Prod. COLDE$T),686,104 (백사),"Club에서 뭐해 그냥 어깨 손 올리고
귀에 바람 부는 거지 뭐
sexy 해 보여 위에 입은 hoodie와
빨간 입술의 조화가 너무 이뻐
말을 걸어봐
너는 무슨 type에 남자가 좋아
나는 괜찮은 거 같아
ya 조금 서두르는 게 어때
2차는 우리 집에서 자러 가자고 ok
shake the booty 널 끌어안아
귓속에다 사랑한다 속삭일게
완벽한 line에 난 침이 고여
심장이 더 뛰는 중야 complicated
oh oh 이런 느낌 오랜만이야 넌 어때
oh oh 내 침으로 다 젖어버린 네 shirt ye
너의 line 돋보이는 가죽치마
시간이 흘러갈수록 좋지 난
천천히 다가와 줘 baby
오늘 밤은 네가 나를 가져가도 돼
목에 흐르는 네 땀 uh
내 눈이 반응해서 거길 봐
너 준비됐다 말해줘 더 못 참겠다 말해줘
난 준비됐고 원한다면 지금 바로
Make it dance
너와 내가 눈이 마주칠 때
Make it dance ye
입이 살짝 올라가
i don't know
i don't know
나 손이 올라가 네 얼굴에
마크하나 남기고 싶어서 입을 대
말했잖아 i don't know i don't know
부재중이 울려와도 지금 통화는 no
woo woo woo
소리는 ah ah ah
올라와줘 나의 위에
네가 원하면 바람 불어도 돼 귀에
uh uh uh 너무 위험하자
나 우리 사이 지금 Dangerous
pastel로 물들였고 우린 더욱
깊은 곳을 향해서 we the play
멈추지 마 no break ye
비어있는 너의 맘을 나로 채울게
너의 목 너의 볼 너의 골 너의 hall
우린 취하고 있잖아
can you hangout my role
너의 line 돋보이는 가죽치마
시간이 흘러갈수록 좋지 난
천천히 다가와 줘 baby
오늘 밤은 네가 나를 가져가도 돼
목에 흐르는 네 땀 uh
내 눈이 반응해서 거길 봐
너 준비됐다 말해줘 더 못 참겠다 말해줘
난 준비됐고 원한다면 지금 바로
Make it dance
너와 내가 눈이 마주칠 때
Make it dance ye
입이 살짝 올라가
i don't know
i don't know"
