Title,Likes,Singer,Lyrics
need you,367,레몬시티(Lemon City),"heaven on earth don’t you know that
when together
intertwining souls,
we’re meant to belong
I’ll spend my time waiting for you
if you needed it to be loved,
ohh
sometimes it’s too
good to be true is it real
I trust you more than
you’ll ever understand
every new day that we get
is a blessing to be
let near your heart
Don’t want nobody but you
Oh I just need you
nothing else matters in this lifetime
If I have you by
my side nothing can break me
down I’ll be alright
Don’t want nobody but you
Oh I just need you baby
everything makes sense when you lay
your head next to mine
I’ll be here, longing
for this moment everytime
I know that you won’t let me go
you can tell me what is on your mind
just talk to me, no matter what I will
get us through the storms and
clouds that we pass through, ooh
for you there’s
not a limit on sacrifice
there’s not a thing that
ever would be too much
I’d risk it all for love
you’re worth more than life
Don’t want nobody but you
Oh I just need you
nothing else matters in this lifetime
If I have you by
my side nothing can break me
down I’ll be alright
Don’t want nobody but you
Oh I just need you baby
everything makes sense when you lay
your head next to mine
I’ll be here, longing
for this moment everytime"
자라날게,311,안희수,"무너진 우리의 하늘을 세우자
궂은 날씨 속에도 다시 나를 심을게
날 믿어달라는 말은 하지 않아
그저 너의 안에서 다시 나를 품어줘

너를 그리워했던 만큼
조금은 나은 사람이 되어서
망가진 나침반을 들고
방황하다 너를 찾아왔어

보고 싶었어 많이
하루하루 조심스레 스며들어 우릴 살려낼게
날 떠나지 마 제발
앙상해진 마음속에 넘치는 쉼으로 자라날게

안고 싶었어 많이
하루하루 조심스레 스며들어 너를 웃게 할게
사라지지 마 제발
알 수 없는 날들 속에 짙은 행복으로 자라날게"
낙화유수,176,김 봄,"피부에 와닿는 계절의 온기와
곧 어두워질 것 같은 하늘은 여전해

가만히 누워 밖을 바라봤는데
병든 나무가 나 같아
서럽게 울었어

더럽혀져 우스워진 사랑은
그때의 날 비웃는 것 같아
애석하게도 기억들은
짙어져만 가고 있는데

나 네게 흐를 수 있다면
난 모든 걸 걸고 흐를 거야
나 네게 전부가 될 수 없다 했지만
난 그랬어 이제는 소용없지만

너의 거짓말은 날 무너트렸어
끔찍한 잔상은 매일 밤 날 괴롭혀
이렇게 나약하고 나약한 난데
도대체 우린 그 시절 뭘 바랐던 걸까

더럽혀져 우스워진 사랑과
무수한 슬픔 하나를 잡고선
가라앉아버린 내 안에
너를 띄우고 바라봤어

나 네게 흐를 수 있다면
난 모든 걸 걸고 흐를 거야
나 네게 전부가 될 수 없다 했지만
난 그랬어 이제는 소용없지만

나 네게 흐를 수 있다면
난 모든 걸 걸고 흐를 거야
나 네게 전부가 될 수 없다 했지만
난 그랬어 이제는 소용없지만

나 네게 흐를 수 있다면
난 모든 걸 걸고 흐를 거야
나 네게 전부가 될 수 없다 했지만
난 그랬어 이제는 소용없지만"
Morning Caffeine (Feat. 몽글),40,Around (어라운드),"따뜻한 커피 한잔이 기다려요
창밖엔 날씨가 포근해요

5분 지나고 나선
너무 늦을지도 몰라
상큼한 하루의 시작
아메리카노 한잔

Wonderful Day
기분 좋게 그대에게 인사해요
It’s a Good Good Good Morning
It’s a Good Morning

오늘 하루의 기분은 어떤 맛일까
내 입맛대로 골라서 마셔봐요
한눈판 사이에 너무 진해져도 몰라
2 샷 4 샷도 좋아요
이참에 에스프레소 한잔

Oh Good Morning
그대에게 반갑게 인사해요
It's a Good Good Good Morning
It's a Good Morning

그대를 덮고 있는
이불이 너무 무거워도

기지개 한번 쫙 피고
기분 좋게 한 모금

Wonderful day
기분 좋게 그대에게 인사해요
It's a Good Good Good Morning
It's a Good Morning"
3집에 대한 부담감,"5,572",10CM,"어떤 노랠 만들어야 하나
아메리카노 같은 거면 되나
사실은 소 뒷발로 쥐 잡은 듯이
얻어 걸린 거라 더는 못 만들지
야한 노랠 만들어야 하나
막 끈적하고 더럽고 그럼 되나
솔직히 내 생활은 너무 순진해서
주워 들은 이야기도 바닥났네
아 좋은 차도 타고 싶고
아 좋은 옷도 입고 싶고
아 인정받고 멋있는
아티스트 되고 싶지만
대충대충 넘어가면 안될까요
스리슬쩍 묻어가면 안될까요
노력 없이 부자 되면 안될까요
쉽게 쉽게 살면 안되나요
대충대충 넘어가면 안될까요
스리슬쩍 묻어가면 안될까요
노력 없이 부자 되면 안될까요
쉽게 쉽게 살면 안되나요
안되나요 안 되나요 그렇다면
최선을 다해 모시겠습니다"
Breeze,"3,623",슈가볼 (Sugarbowl),"뜨거웠던 우리 기억들
하나씩 추억이 되고
설레는 맘으로 새롭게 시작할
순간을 기다리게 돼
시작이 쌓이게 되면
의미가 되어 남겠지
조금 더 가볍게 편한 마음으로
한 걸음 한 걸음씩
아직 알 수 없는 우리
내일보단 오늘 순간을 즐길래
한 번쯤 너와 꼭 해보고
싶었던 일들이 있어
들뜨는 맘으로 언젠가 시작할
그 날을 기다리게 돼
시작이 쌓이게 되면
의미가 되어 남겠지
조금 더 가볍게 편한 마음으로
한 걸음 한 걸음씩
아직 알 수 없는 우리
내일보단 오늘 순간을 즐길래
가끔 망설일 때면
나의 손을 한 번 꼭 잡아줄래
함께 있다는 기분도
같이 갈 거란 믿음도
잊지 않고 담아둘 수 있게
조금 더 가볍게 편한 마음으로
한 걸음 한 걸음씩
아직 알 수 없는 우리
내일보단 오늘 순간을 즐길래"
에어컨 (Inst.),38,김필선,"[가사 준비중] 멜론 회원 여러분! 가사 등록을 기다리고 있어요.
가사등록하기"
촛불켜는밤,34,양현경,"난 이밤 그댈 잊지못해
촛불을 켭니다
내 창가에 예쁜 촛불을
그대 보시나요
안개낀 밤 나는 그대 그리워
촛불을 켭니다
지쳐버린 내 마음을
그댄 아시나요
그대 향한 나의 사랑은
내나이 너무 어려서
그대 웃음 바람따라
바람따라 지나갔나요
낮은 목소리로 노랠부르면
그대 오시나요
내 두눈에 눈물 고이면
그대 오시나요

그대 향한 나의 사랑은
내나이 너무 어려서
그대 웃음 바람따라
바람따라 지나갔나요
낮은 목소리로 노랠부르면
그대 오시나요
내 두눈에 눈물 고이면
그대 오시나요
촛불 켜는 밤에
그대 오시나요"
솔아 솔아 푸르른 솔아,508,노래를 찾는 사람들,"거센 바람이 불어와서 어머님의 눈물이
가슴 속에 사무쳐 우는 갈라진 이 세상에
민중의 넋이 주인되는 참 세상 자유 위하여
시퍼렇게 쑥물 들어도 강물 저어 가리라

솔아 솔아 푸르른 솔아 쇳바람에 떨지 마라
창살 아래 네가 묶인 곳 살아서 만나리라
솔아 솔아 푸르른 솔아 쇳바람에 떨지 마라
창살 아래 네가 묶인 곳 살아서 만나리라"
비와 찻잔사이,69,소리새,"지금 창밖엔 비가 내리죠
그대와 난 또 이렇게 둘이고요
비와 찻잔을 사이에 두고
할말을 잃어 묵묵히 앉았네요
지금 창밖엔 낙엽이 져요
그대 모습은 낙엽속에 잠들고
비와 찾잔을 사이에 두고
할말을 잃어 묵묵히 앉았네요
그대 모습은 낙엽속에 있고
내 모습은 찾잔 속에 잠겼네
그대 모습은 낙엽속에 낙엽속에
낙엽속에 잠겼어요

지금 창밖엔 비가 내리죠
그대와 난 또 이렇게 둘이고요
비와 찾잔을 사이에 두고
할말을 잃어 묵묵히 앉았네요
지금 창밖엔 낙엽이 져요
그대 모습은 낙엽속에 잠들고
비와 찻잔을 사이에 두고
할말을 잃어 묵묵히 앉았네요
그대 모습 낙엽속에 있고
내 모습은 찻잔속에 잠겼네
그대 모습은 낙엽속에 낙엽속에
낙엽속에 잠겼어요
그대 모습은 낙엽속에 있고
내 모습은 찻잔속에 잠겼네
그대 모습은 낙엽속에 낙엽속에
낙엽속에 잠겼어요"
